"Trade Date","EP Code","EP Name","Product Code","Strike","Option Type","Contract Month","EP OI Total Long","EP OI Total Short"
"23-12-2016","GFH","XXX","CUS","","","09/2017","33",""
"23-12-2016","GFH","XXX","CUS","","","12/2017","18",""
"23-12-2016","GFH","XXX","CUS","","","03/2018","120",""
"23-12-2016","GHF","XXX","CUS","","","01/2017","12","10"
"23-12-2016","GHF","XXX","CUS","","","02/2017","4",""
"23-12-2016","GHF","XXX","CUS","","","03/2017","193","4"
"23-12-2016","GHF","XXX","CUS","","","06/2017","360","14"
"23-12-2016","GHF","XXX","CUS","","","09/2017","158","2"
"23-12-2016","GHF","XXX","CUS","","","12/2017","109","543"
"23-12-2016","GHF","XXX","CUS","","","03/2018","104",""
"23-12-2016","GLS","XXX","CUS","","","01/2017","10","19"
"23-12-2016","GLS","XXX","CUS","","","03/2017","","3"
"23-12-2016","GLS","XXX","CUS","","","09/2017","45",""
"23-12-2016","GLS","XXX","CUS","","","12/2017","47",""
"23-12-2016","GLS","XXX","CUS","","","03/2018","10","7"
"23-12-2016","GSA","XXX","CUS","","","01/2017","11","60"
"23-12-2016","GSA","XXX","CUS","","","02/2017","260",""
"23-12-2016","GSA","XXX","CUS","","","03/2017","","1091"
"23-12-2016","GSA","XXX","CUS","","","06/2017","92","850"
"23-12-2016","GSA","XXX","CUS","","","09/2017","","2285"
"23-12-2016","GSA","XXX","CUS","","","12/2017","","1722"
"23-12-2016","GSA","XXX","CUS","","","03/2018","","97"
"23-12-2016","GSN","XXX","CUS","","","01/2017","106","9"
"23-12-2016","GSN","XXX","CUS","","","02/2017","30",""
"23-12-2016","GSN","XXX","CUS","","","03/2017","327","26"
"23-12-2016","GSN","XXX","CUS","","","06/2017","333","19"
"23-12-2016","GSN","XXX","CUS","","","09/2017","642",""
"23-12-2016","GSN","XXX","CUS","","","12/2017","706","3"
"23-12-2016","GSN","XXX","CUS","","","03/2018","189","9"
"23-12-2016","GXY","XXX","CUS","","","01/2017","1",""
"23-12-2016","GXY","XXX","CUS","","","03/2017","44",""
"23-12-2016","GXY","XXX","CUS","","","06/2017","9",""
"23-12-2016","GXY","XXX","CUS","","","09/2017","226",""
"23-12-2016","GXY","XXX","CUS","","","12/2017","134",""
"23-12-2016","GXY","XXX","CUS","","","03/2018","53",""
"23-12-2016","GYN","XXX","CUS","","","01/2017","1",""
"23-12-2016","GYN","XXX","CUS","","","03/2017","90",""
"23-12-2016","GYN","XXX","CUS","","","06/2017","50",""
"23-12-2016","GYN","XXX","CUS","","","09/2017","58",""
"23-12-2016","GYN","XXX","CUS","","","12/2017","14",""
"23-12-2016","HKB","XXX","CUS","","","01/2017","174","27"
"23-12-2016","HKB","XXX","CUS","","","02/2017","60","48"
"23-12-2016","HKB","XXX","CUS","","","03/2017","521","83"
"23-12-2016","HKB","XXX","CUS","","","04/2017","94",""
"23-12-2016","HKB","XXX","CUS","","","06/2017","406","12"
"23-12-2016","HKB","XXX","CUS","","","09/2017","284",""
"23-12-2016","HKB","XXX","CUS","","","12/2017","759","72"
"23-12-2016","HKB","XXX","CUS","","","03/2018","85",""
"23-12-2016","HTF","XXX","CUS","","","01/2017","1",""
"23-12-2016","HTF","XXX","CUS","","","02/2017","3",""
"23-12-2016","HTF","XXX","CUS","","","03/2017","9",""
"23-12-2016","HTF","XXX","CUS","","","09/2017","4",""
"23-12-2016","HTF","XXX","CUS","","","12/2017","5",""
"23-12-2016","HTF","XXX","CUS","","","03/2018","2",""
"23-12-2016","HUA","XXX","CUS","","","01/2017","2",""
"23-12-2016","HUA","XXX","CUS","","","03/2017","83",""
"23-12-2016","HUA","XXX","CUS","","","06/2017","83",""
"23-12-2016","HUA","XXX","CUS","","","09/2017","76",""
"23-12-2016","HUA","XXX","CUS","","","12/2017","243","9"
"23-12-2016","HUA","XXX","CUS","","","03/2018","2","2"
"23-12-2016","HYC","XXX","CUS","","","01/2017","1",""
"23-12-2016","HYC","XXX","CUS","","","03/2017","1",""
"23-12-2016","HYC","XXX","CUS","","","06/2017","1",""
"23-12-2016","HYC","XXX","CUS","","","09/2017","2",""
"23-12-2016","HYC","XXX","CUS","","","12/2017","2",""
"23-12-2016","HZN","XXX","CUS","","","01/2017","21",""
"23-12-2016","IBG","XXX","CUS","","","01/2017","73","1"
"23-12-2016","IBG","XXX","CUS","","","02/2017","8",""
"23-12-2016","IBG","XXX","CUS","","","03/2017","96","9"
"23-12-2016","IBG","XXX","CUS","","","04/2017","4",""
"23-12-2016","IBG","XXX","CUS","","","06/2017","165",""
"23-12-2016","IBG","XXX","CUS","","","09/2017","274",""
"23-12-2016","IBG","XXX","CUS","","","12/2017","89",""
"23-12-2016","IBG","XXX","CUS","","","03/2018","6",""
"23-12-2016","ICB","XXX","CUS","","","01/2017","66",""
"23-12-2016","ICB","XXX","CUS","","","02/2017","","6"
"23-12-2016","ICB","XXX","CUS","","","03/2017","","109"
"23-12-2016","ICB","XXX","CUS","","","06/2017","","158"
"23-12-2016","ICB","XXX","CUS","","","09/2017","15","38"
"23-12-2016","ICB","XXX","CUS","","","12/2017","62","20"
"23-12-2016","ICB","XXX","CUS","","","03/2018","12",""
"23-12-2016","IND","XXX","CUS","","","01/2017","7",""
"23-12-2016","IND","XXX","CUS","","","03/2017","99",""
"23-12-2016","IND","XXX","CUS","","","06/2017","8",""
"23-12-2016","IND","XXX","CUS","","","09/2017","21",""
"23-12-2016","IND","XXX","CUS","","","12/2017","35",""
"23-12-2016","IND","XXX","CUS","","","03/2018","12",""
"23-12-2016","ISS","XXX","CUS","","","01/2017","8","32"
"23-12-2016","ISS","XXX","CUS","","","02/2017","1","6"
"23-12-2016","ISS","XXX","CUS","","","03/2017","27","24"
"23-12-2016","ISS","XXX","CUS","","","06/2017","12",""
"23-12-2016","ISS","XXX","CUS","","","09/2017","4",""
"23-12-2016","ISS","XXX","CUS","","","12/2017","5",""
"23-12-2016","JAF","XXX","CUS","","","01/2017","354","1"
"23-12-2016","JAF","XXX","CUS","","","02/2017","4",""
"23-12-2016","JAF","XXX","CUS","","","03/2017","440","37"
"23-12-2016","JAF","XXX","CUS","","","06/2017","295",""
"23-12-2016","JAF","XXX","CUS","","","09/2017","300",""
"23-12-2016","JAF","XXX","CUS","","","12/2017","417",""
"23-12-2016","JAF","XXX","CUS","","","03/2018","204","1"
"23-12-2016","JPM","XXX","CUS","","","03/2017","18",""
"23-12-2016","JPM","XXX","CUS","","","06/2017","2",""
"23-12-2016","JPM","XXX","CUS","","","09/2017","2",""
"23-12-2016","JPM","XXX","CUS","","","12/2017","1",""
"23-12-2016","KGI","XXX","CUS","","","01/2017","10",""
"23-12-2016","KGI","XXX","CUS","","","03/2017","301","1052"
"23-12-2016","KGI","XXX","CUS","","","06/2017","37","307"
"23-12-2016","KGI","XXX","CUS","","","09/2017","","105"
"23-12-2016","KGI","XXX","CUS","","","12/2017","545","10"
"23-12-2016","KSW","XXX","CUS","","","03/2017","5",""
"23-12-2016","LFK","XXX","CUS","","","03/2017","9",""
"23-12-2016","LFK","XXX","CUS","","","09/2017","1",""
"23-12-2016","LFK","XXX","CUS","","","12/2017","9",""
"23-12-2016","LFK","XXX","CUS","","","03/2018","5",""
"23-12-2016","MCL","XXX","CUS","","","01/2017","1",""
"23-12-2016","MCL","XXX","CUS","","","03/2017","1",""
"23-12-2016","MCL","XXX","CUS","","","06/2017","21",""
"23-12-2016","MCL","XXX","CUS","","","09/2017","46",""
"23-12-2016","MCL","XXX","CUS","","","12/2017","47",""
"23-12-2016","MCL","XXX","CUS","","","03/2018","90",""
"23-12-2016","MLF","XXX","CUS","","","01/2017","","315"
"23-12-2016","MLF","XXX","CUS","","","02/2017","17",""
"23-12-2016","MLF","XXX","CUS","","","03/2017","","5598"
"23-12-2016","MLF","XXX","CUS","","","04/2017","","3"
"23-12-2016","MLF","XXX","CUS","","","06/2017","4","2338"
"23-12-2016","MLF","XXX","CUS","","","09/2017","1","192"
"23-12-2016","MLF","XXX","CUS","","","12/2017","","907"
"23-12-2016","MLF","XXX","CUS","","","03/2018","","1483"
"23-12-2016","MPF","XXX","CUS","","","01/2017","","837"
"23-12-2016","MPF","XXX","CUS","","","02/2017","65",""
"23-12-2016","MPF","XXX","CUS","","","03/2017","336",""
"23-12-2016","MPF","XXX","CUS","","","06/2017","","65"
"23-12-2016","MPF","XXX","CUS","","","09/2017","","343"
"23-12-2016","MPF","XXX","CUS","","","12/2017","","212"
"23-12-2016","MPF","XXX","CUS","","","03/2018","","38"
"23-12-2016","MSA","XXX","CUS","","","01/2017","10",""
"23-12-2016","NHA","XXX","CUS","","","01/2017","18",""
"23-12-2016","NHA","XXX","CUS","","","02/2017","10",""
"23-12-2016","NHA","XXX","CUS","","","03/2017","480",""
"23-12-2016","NHA","XXX","CUS","","","06/2017","370",""
"23-12-2016","NHA","XXX","CUS","","","09/2017","581",""
"23-12-2016","NHA","XXX","CUS","","","12/2017","417",""
"23-12-2016","NHA","XXX","CUS","","","03/2018","238",""
"23-12-2016","NRA","XXX","CUS","","","03/2018","","100"
"23-12-2016","OAF","XXX","CUS","","","03/2017","109",""
"23-12-2016","OAF","XXX","CUS","","","09/2017","6",""
"23-12-2016","OAF","XXX","CUS","","","12/2017","30",""
"23-12-2016","ORN","XXX","CUS","","","03/2017","17",""
"23-12-2016","ORN","XXX","CUS","","","06/2017","17",""
"23-12-2016","ORN","XXX","CUS","","","09/2017","212",""
"23-12-2016","ORN","XXX","CUS","","","12/2017","231",""
"23-12-2016","ORN","XXX","CUS","","","03/2018","51",""
"23-12-2016","PHL","XXX","CUS","","","01/2017","674","8"
"23-12-2016","PHL","XXX","CUS","","","02/2017","2","8"
"23-12-2016","PHL","XXX","CUS","","","03/2017","1615","108"
"23-12-2016","PHL","XXX","CUS","","","06/2017","900","647"
"23-12-2016","PHL","XXX","CUS","","","09/2017","418","383"
"23-12-2016","PHL","XXX","CUS","","","12/2017","355","592"
"23-12-2016","PHL","XXX","CUS","","","03/2018","253","35"
"23-12-2016","POS","XXX","CUS","","","03/2017","4",""
"23-12-2016","POS","XXX","CUS","","","06/2017","4","1"
"23-12-2016","POS","XXX","CUS","","","09/2017","1",""
"23-12-2016","POS","XXX","CUS","","","12/2017","2",""
"23-12-2016","PSL","XXX","CUS","","","06/2017","1",""
"23-12-2016","PSL","XXX","CUS","","","09/2017","","3"
"23-12-2016","PSL","XXX","CUS","","","12/2017","1","7"
"23-12-2016","PSL","XXX","CUS","","","03/2018","2",""
"23-12-2016","QIL","XXX","CUS","","","03/2017","28",""
"23-12-2016","QIL","XXX","CUS","","","06/2017","55",""
"23-12-2016","QIL","XXX","CUS","","","09/2017","178",""
"23-12-2016","QIL","XXX","CUS","","","12/2017","13",""
"23-12-2016","QIL","XXX","CUS","","","03/2018","22",""
"23-12-2016","QMS","XXX","CUS","","","01/2017","15",""
"23-12-2016","QMS","XXX","CUS","","","03/2017","376",""
"23-12-2016","QMS","XXX","CUS","","","06/2017","219","4"
"23-12-2016","QMS","XXX","CUS","","","09/2017","57","71"
"23-12-2016","QMS","XXX","CUS","","","12/2017","32","109"
"23-12-2016","QMS","XXX","CUS","","","03/2018","2",""
"23-12-2016","RSL","XXX","CUS","","","06/2017","","17"
"23-12-2016","RSL","XXX","CUS","","","03/2018","","34"
"23-12-2016","SGS","XXX","CUS","","","01/2017","211","408"
"23-12-2016","SGS","XXX","CUS","","","02/2017","1","255"
"23-12-2016","SGS","XXX","CUS","","","03/2017","1519","558"
"23-12-2016","SGS","XXX","CUS","","","04/2017","","20"
"23-12-2016","SGS","XXX","CUS","","","06/2017","231","279"
"23-12-2016","SGS","XXX","CUS","","","09/2017","85","290"
"23-12-2016","SGS","XXX","CUS","","","12/2017","631","485"
"23-12-2016","SGS","XXX","CUS","","","03/2018","","115"
"23-12-2016","SHK","XXX","CUS","","","01/2017","307","1"
"23-12-2016","SHK","XXX","CUS","","","02/2017","22","1"
"23-12-2016","SHK","XXX","CUS","","","03/2017","140","7"
"23-12-2016","SHK","XXX","CUS","","","06/2017","277","2"
"23-12-2016","SHK","XXX","CUS","","","09/2017","325",""
"23-12-2016","SHK","XXX","CUS","","","12/2017","571",""
"23-12-2016","SHK","XXX","CUS","","","03/2018","575","10"
"23-12-2016","SNP","XXX","CUS","","","01/2017","","150"
"23-12-2016","SNP","XXX","CUS","","","02/2017","39",""
"23-12-2016","SNP","XXX","CUS","","","03/2017","350",""
"23-12-2016","SNP","XXX","CUS","","","04/2017","1",""
"23-12-2016","SNP","XXX","CUS","","","06/2017","242",""
"23-12-2016","SNP","XXX","CUS","","","09/2017","277","325"
"23-12-2016","SNP","XXX","CUS","","","12/2017","308",""
"23-12-2016","SNP","XXX","CUS","","","03/2018","295",""
"23-12-2016","SWF","XXX","CUS","","","01/2017","37",""
"23-12-2016","SWF","XXX","CUS","","","02/2017","1",""
"23-12-2016","SWF","XXX","CUS","","","03/2017","322",""
"23-12-2016","SWF","XXX","CUS","","","06/2017","162",""
"23-12-2016","SWF","XXX","CUS","","","09/2017","118",""
"23-12-2016","SWF","XXX","CUS","","","12/2017","229",""
"23-12-2016","SWF","XXX","CUS","","","03/2018","152",""
"23-12-2016","TAN","XXX","CUS","","","03/2017","11",""
"23-12-2016","TAN","XXX","CUS","","","06/2017","7",""
"23-12-2016","TAN","XXX","CUS","","","09/2017","1",""
"23-12-2016","TAN","XXX","CUS","","","12/2017","19",""
"23-12-2016","TAN","XXX","CUS","","","03/2018","2",""
"23-12-2016","TFF","XXX","CUS","","","01/2017","276","206"
"23-12-2016","TFF","XXX","CUS","","","02/2017","45",""
"23-12-2016","TFF","XXX","CUS","","","03/2017","839","47"
"23-12-2016","TFF","XXX","CUS","","","06/2017","546",""
"23-12-2016","TFF","XXX","CUS","","","09/2017","377",""
"23-12-2016","TFF","XXX","CUS","","","12/2017","508","7"
"23-12-2016","TFF","XXX","CUS","","","03/2018","186",""
"23-12-2016","UOB","XXX","CUS","","","01/2017","35",""
"23-12-2016","UOB","XXX","CUS","","","03/2017","12",""
"23-12-2016","UOB","XXX","CUS","","","12/2017","10",""
"23-12-2016","UWD","XXX","CUS","","","01/2017","24","1350"
"23-12-2016","UWD","XXX","CUS","","","02/2017","","352"
"23-12-2016","UWD","XXX","CUS","","","03/2017","3","2211"
"23-12-2016","UWD","XXX","CUS","","","04/2017","","72"
"23-12-2016","UWD","XXX","CUS","","","06/2017","","1342"
"23-12-2016","UWD","XXX","CUS","","","09/2017","10","1719"
"23-12-2016","UWD","XXX","CUS","","","12/2017","","1642"
"23-12-2016","UWD","XXX","CUS","","","03/2018","","1128"
"23-12-2016","VDC","XXX","CUS","","","01/2017","","17"
"23-12-2016","VDC","XXX","CUS","","","02/2017","15",""
"23-12-2016","VDC","XXX","CUS","","","03/2017","2","36"
"23-12-2016","VDC","XXX","CUS","","","04/2017","","4"
"23-12-2016","VDC","XXX","CUS","","","06/2017","","48"
"23-12-2016","VDC","XXX","CUS","","","09/2017","","20"
"23-12-2016","VDC","XXX","CUS","","","12/2017","4",""
"23-12-2016","VDC","XXX","CUS","","","03/2018","","3"
"23-12-2016","WFF","XXX","CUS","","","06/2017","2",""
"23-12-2016","WFF","XXX","CUS","","","09/2017","50","1"
"23-12-2016","WFF","XXX","CUS","","","12/2017","50","2"
"23-12-2016","YAF","XXX","CUS","","","01/2017","12","28"
"23-12-2016","YAF","XXX","CUS","","","02/2017","5",""
"23-12-2016","YAF","XXX","CUS","","","03/2017","124","15"
"23-12-2016","YAF","XXX","CUS","","","06/2017","154","50"
"23-12-2016","YAF","XXX","CUS","","","09/2017","139","97"
"23-12-2016","YAF","XXX","CUS","","","12/2017","165","151"
"23-12-2016","YAF","XXX","CUS","","","03/2018","43","5"
"23-12-2016","BCA","XXX","DHH","","","12/2016","","9588"
"23-12-2016","BCA","XXX","DHH","","","12/2017","","7980"
"23-12-2016","BCA","XXX","DHH","","","12/2018","","5600"
"23-12-2016","BCA","XXX","DHH","","","12/2019","100",""
"23-12-2016","BNP","XXX","DHH","","","12/2016","","1917"
"23-12-2016","BNP","XXX","DHH","","","12/2017","400","13811"
"23-12-2016","BNP","XXX","DHH","","","12/2018","5575",""
"23-12-2016","BNP","XXX","DHH","","","12/2019","100","1500"
"23-12-2016","BNP","XXX","DHH","","","12/2020","1699","1500"
"23-12-2016","CFB","XXX","DHH","","","12/2016","25684",""
"23-12-2016","CFB","XXX","DHH","","","12/2017","6601","150"
"23-12-2016","CFB","XXX","DHH","","","12/2018","1000","1320"
"23-12-2016","CFB","XXX","DHH","","","12/2019","","50"
"23-12-2016","CGM","XXX","DHH","","","12/2016","","15800"
"23-12-2016","CGM","XXX","DHH","","","12/2017","","7650"
"23-12-2016","CGM","XXX","DHH","","","12/2018","","700"
"23-12-2016","DBT","XXX","DHH","","","12/2016","28800","4489"
"23-12-2016","DBT","XXX","DHH","","","12/2017","14362",""
"23-12-2016","GSA","XXX","DHH","","","12/2016","4400","9092"
"23-12-2016","GSA","XXX","DHH","","","12/2017","16350",""
"23-12-2016","GSA","XXX","DHH","","","12/2018","110","7700"
"23-12-2016","GSA","XXX","DHH","","","12/2019","300","3100"
"23-12-2016","HKB","XXX","DHH","","","12/2016","6330","950"
"23-12-2016","HKB","XXX","DHH","","","12/2017","900","9939"
"23-12-2016","HKB","XXX","DHH","","","12/2018","4550","1500"
"23-12-2016","HKB","XXX","DHH","","","12/2019","","750"
"23-12-2016","HKB","XXX","DHH","","","12/2020","","500"
"23-12-2016","IBG","XXX","DHH","","","12/2016","250",""
"23-12-2016","IBG","XXX","DHH","","","12/2017","128",""
"23-12-2016","IBG","XXX","DHH","","","12/2020","10",""
"23-12-2016","JPM","XXX","DHH","","","12/2016","3000","10049"
"23-12-2016","JPM","XXX","DHH","","","12/2017","1186","5082"
"23-12-2016","JPM","XXX","DHH","","","12/2018","","2841"
"23-12-2016","JPM","XXX","DHH","","","12/2019","","1150"
"23-12-2016","MLF","XXX","DHH","","","12/2016","","2269"
"23-12-2016","MLF","XXX","DHH","","","12/2017","13708",""
"23-12-2016","MLF","XXX","DHH","","","12/2018","2000","500"
"23-12-2016","MPF","XXX","DHH","","","12/2017","","1"
"23-12-2016","MSA","XXX","DHH","","","12/2016","96",""
"23-12-2016","MSA","XXX","DHH","","","12/2017","","13967"
"23-12-2016","MSA","XXX","DHH","","","12/2018","","4475"
"23-12-2016","MSA","XXX","DHH","","","12/2019","","100"
"23-12-2016","NRA","XXX","DHH","","","12/2016","","8142"
"23-12-2016","NRA","XXX","DHH","","","12/2017","","4815"
"23-12-2016","NRA","XXX","DHH","","","12/2018","","325"
"23-12-2016","SGS","XXX","DHH","","","12/2016","6019","11287"
"23-12-2016","SGS","XXX","DHH","","","12/2017","1228","7243"
"23-12-2016","SGS","XXX","DHH","","","12/2018","551","100"
"23-12-2016","SGS","XXX","DHH","","","12/2019","","3000"
"23-12-2016","SGS","XXX","DHH","","","12/2020","301",""
"23-12-2016","UWD","XXX","DHH","","","12/2016","","996"
"23-12-2016","UWD","XXX","DHH","","","12/2017","15775",""
"23-12-2016","UWD","XXX","DHH","","","12/2018","11475","200"
"23-12-2016","UWD","XXX","DHH","","","12/2019","9450","300"
"23-12-2016","UWD","XXX","DHH","","","12/2020","","10"
"23-12-2016","BCA","XXX","DHS","","","12/2018","","1000"
"23-12-2016","BNP","XXX","DHS","","","12/2016","1545",""
"23-12-2016","BNP","XXX","DHS","","","12/2017","550",""
"23-12-2016","BNP","XXX","DHS","","","12/2018","","700"
"23-12-2016","BNP","XXX","DHS","","","12/2019","","501"
"23-12-2016","CFB","XXX","DHS","","","12/2016","650","575"
"23-12-2016","CFB","XXX","DHS","","","12/2017","","100"
"23-12-2016","CGM","XXX","DHS","","","12/2016","","850"
"23-12-2016","CGM","XXX","DHS","","","12/2017","","100"
"23-12-2016","GSA","XXX","DHS","","","12/2017","100",""
"23-12-2016","GSA","XXX","DHS","","","12/2018","1200",""
"23-12-2016","HKB","XXX","DHS","","","12/2016","","680"
"23-12-2016","HKB","XXX","DHS","","","12/2017","","50"
"23-12-2016","JPM","XXX","DHS","","","12/2016","","925"
"23-12-2016","JPM","XXX","DHS","","","12/2017","","201"
"23-12-2016","JPM","XXX","DHS","","","12/2018","150",""
"23-12-2016","JPM","XXX","DHS","","","12/2019","150",""
"23-12-2016","MLF","XXX","DHS","","","12/2016","760",""
"23-12-2016","MSA","XXX","DHS","","","12/2016","","329"
"23-12-2016","MSA","XXX","DHS","","","12/2017","","370"
"23-12-2016","MSA","XXX","DHS","","","12/2018","","850"
"23-12-2016","NRA","XXX","DHS","","","12/2017","","100"
"23-12-2016","SGS","XXX","DHS","","","12/2016","404",""
"23-12-2016","SGS","XXX","DHS","","","12/2017","321","50"
"23-12-2016","SGS","XXX","DHS","","","12/2018","1200",""
"23-12-2016","SGS","XXX","DHS","","","12/2019","351",""
"23-12-2016","IBG","XXX","ESP","","","01/2017","7",""
"23-12-2016","TFF","XXX","ESP","","","01/2017","","7"
"23-12-2016","IBG","XXX","FIH","","","01/2017","","19"
"23-12-2016","ISS","XXX","FIH","","","01/2017","19",""
"23-12-2016","HKB","XXX","HB3F","","","09/2017","20",""
"23-12-2016","HKB","XXX","HB3F","","","12/2017","20",""
"23-12-2016","VDC","XXX","HB3F","","","09/2017","","20"
"23-12-2016","VDC","XXX","HB3F","","","12/2017","","20"
"23-12-2016","MPF","XXX","HEH","","","01/2017","","4"
"23-12-2016","PHL","XXX","HEH","","","01/2017","4",""
"23-12-2016","BSF","XXX","HEX","","","12/2016","12",""
"23-12-2016","BSF","XXX","HEX","","","01/2017","25",""
"23-12-2016","BSF","XXX","HEX","","","02/2017","2","3"
"23-12-2016","BSF","XXX","HEX","","","03/2017","12","1"
"23-12-2016","CHI","XXX","HEX","","","12/2016","200",""
"23-12-2016","CHI","XXX","HEX","","","03/2017","","4"
"23-12-2016","EAF","XXX","HEX","","","06/2017","20",""
"23-12-2016","IBG","XXX","HEX","","","12/2016","5","378"
"23-12-2016","IBG","XXX","HEX","","","01/2017","","74"
"23-12-2016","IBG","XXX","HEX","","","02/2017","","40"
"23-12-2016","IBG","XXX","HEX","","","03/2017","","20"
"23-12-2016","IBG","XXX","HEX","","","06/2017","68",""
"23-12-2016","ISS","XXX","HEX","","","12/2016","76",""
"23-12-2016","ISS","XXX","HEX","","","01/2017","12","4"
"23-12-2016","ISS","XXX","HEX","","","03/2017","3",""
"23-12-2016","ISS","XXX","HEX","","","06/2017","90",""
"23-12-2016","MPF","XXX","HEX","","","12/2016","1",""
"23-12-2016","MPF","XXX","HEX","","","01/2017","","46"
"23-12-2016","MPF","XXX","HEX","","","02/2017","41",""
"23-12-2016","MPF","XXX","HEX","","","03/2017","","31"
