"Trade Date","EP Code","EP Name","Product Code","Strike","Option Type","Contract Month","EP OI Total Long","EP OI Total Short"
"23-12-2016","MLF","XXX","HHIO","9200","P","12/2018","","250"
"23-12-2016","MLF","XXX","HHIO","9600","C","12/2018","1900","1234"
"23-12-2016","MLF","XXX","HHIO","9600","P","12/2018","","1934"
"23-12-2016","MPF","XXX","HHIO","2000","C","12/2016","10","10"
"23-12-2016","MPF","XXX","HHIO","2000","P","12/2016","100","1128"
"23-12-2016","MPF","XXX","HHIO","2200","P","12/2016","51",""
"23-12-2016","MPF","XXX","HHIO","2800","C","12/2016","11","11"
"23-12-2016","MPF","XXX","HHIO","2800","P","12/2016","1855","79"
"23-12-2016","MPF","XXX","HHIO","3000","C","12/2016","2","2"
"23-12-2016","MPF","XXX","HHIO","3000","P","12/2016","351",""
"23-12-2016","MPF","XXX","HHIO","3200","P","12/2016","12","14"
"23-12-2016","MPF","XXX","HHIO","3400","P","12/2016","38","38"
"23-12-2016","MPF","XXX","HHIO","3600","P","12/2016","50","53"
"23-12-2016","MPF","XXX","HHIO","3800","P","12/2016","56","55"
"23-12-2016","MPF","XXX","HHIO","4000","P","12/2016","150","1588"
"23-12-2016","MPF","XXX","HHIO","4900","P","12/2016","672",""
"23-12-2016","MPF","XXX","HHIO","5000","P","12/2016","242","5903"
"23-12-2016","MPF","XXX","HHIO","5100","P","12/2016","137","48"
"23-12-2016","MPF","XXX","HHIO","5200","P","12/2016","195","35"
"23-12-2016","MPF","XXX","HHIO","5300","P","12/2016","57",""
"23-12-2016","MPF","XXX","HHIO","5400","P","12/2016","160","77"
"23-12-2016","MPF","XXX","HHIO","5500","P","12/2016","97","90"
"23-12-2016","MPF","XXX","HHIO","5600","P","12/2016","2093","36"
"23-12-2016","MPF","XXX","HHIO","5700","P","12/2016","173","149"
"23-12-2016","MPF","XXX","HHIO","5800","P","12/2016","413","467"
"23-12-2016","MPF","XXX","HHIO","5900","P","12/2016","220","147"
"23-12-2016","MPF","XXX","HHIO","6000","C","12/2016","26",""
"23-12-2016","MPF","XXX","HHIO","6000","P","12/2016","626","2264"
"23-12-2016","MPF","XXX","HHIO","6100","P","12/2016","214","133"
"23-12-2016","MPF","XXX","HHIO","6200","C","12/2016","500","50"
"23-12-2016","MPF","XXX","HHIO","6200","P","12/2016","336","2385"
"23-12-2016","MPF","XXX","HHIO","6300","P","12/2016","277","439"
"23-12-2016","MPF","XXX","HHIO","6400","P","12/2016","1712","350"
"23-12-2016","MPF","XXX","HHIO","6500","P","12/2016","494","809"
"23-12-2016","MPF","XXX","HHIO","6600","P","12/2016","3368","479"
"23-12-2016","MPF","XXX","HHIO","6700","P","12/2016","292","531"
"23-12-2016","MPF","XXX","HHIO","6800","P","12/2016","2720","843"
"23-12-2016","MPF","XXX","HHIO","6900","P","12/2016","217","96"
"23-12-2016","MPF","XXX","HHIO","7000","P","12/2016","1203","2174"
"23-12-2016","MPF","XXX","HHIO","7100","P","12/2016","264","562"
"23-12-2016","MPF","XXX","HHIO","7200","P","12/2016","1169","727"
"23-12-2016","MPF","XXX","HHIO","7300","P","12/2016","386","46"
"23-12-2016","MPF","XXX","HHIO","7400","C","12/2016","60","200"
"23-12-2016","MPF","XXX","HHIO","7400","P","12/2016","5805","222"
"23-12-2016","MPF","XXX","HHIO","7500","P","12/2016","911","146"
"23-12-2016","MPF","XXX","HHIO","7600","C","12/2016","381","500"
"23-12-2016","MPF","XXX","HHIO","7600","P","12/2016","1820","1999"
"23-12-2016","MPF","XXX","HHIO","7700","C","12/2016","30",""
"23-12-2016","MPF","XXX","HHIO","7700","P","12/2016","443",""
"23-12-2016","MPF","XXX","HHIO","7800","C","12/2016","48","2890"
"23-12-2016","MPF","XXX","HHIO","7800","P","12/2016","588","351"
"23-12-2016","MPF","XXX","HHIO","7900","C","12/2016","59","89"
"23-12-2016","MPF","XXX","HHIO","7900","P","12/2016","1509","149"
"23-12-2016","MPF","XXX","HHIO","8000","C","12/2016","","4062"
"23-12-2016","MPF","XXX","HHIO","8000","P","12/2016","4336","1569"
"23-12-2016","MPF","XXX","HHIO","8200","C","12/2016","747","137"
"23-12-2016","MPF","XXX","HHIO","8200","P","12/2016","1989","67"
"23-12-2016","MPF","XXX","HHIO","8400","C","12/2016","1271","1494"
"23-12-2016","MPF","XXX","HHIO","8400","P","12/2016","589","1804"
"23-12-2016","MPF","XXX","HHIO","8600","C","12/2016","366","1983"
"23-12-2016","MPF","XXX","HHIO","8600","P","12/2016","2570","212"
"23-12-2016","MPF","XXX","HHIO","8800","C","12/2016","422","816"
"23-12-2016","MPF","XXX","HHIO","8800","P","12/2016","1177","418"
"23-12-2016","MPF","XXX","HHIO","9000","C","12/2016","2388","3"
"23-12-2016","MPF","XXX","HHIO","9000","P","12/2016","4","8283"
"23-12-2016","MPF","XXX","HHIO","9200","C","12/2016","1901","3222"
"23-12-2016","MPF","XXX","HHIO","9200","P","12/2016","3256","1731"
"23-12-2016","MPF","XXX","HHIO","9400","C","12/2016","3934","427"
"23-12-2016","MPF","XXX","HHIO","9400","P","12/2016","893","769"
"23-12-2016","MPF","XXX","HHIO","9600","C","12/2016","825","4372"
"23-12-2016","MPF","XXX","HHIO","9600","P","12/2016","4012","1035"
"23-12-2016","MPF","XXX","HHIO","9800","C","12/2016","2373","440"
"23-12-2016","MPF","XXX","HHIO","9800","P","12/2016","2521",""
"23-12-2016","MPF","XXX","HHIO","10000","C","12/2016","757","2831"
"23-12-2016","MPF","XXX","HHIO","10000","P","12/2016","1329","964"
"23-12-2016","MPF","XXX","HHIO","10200","C","12/2016","108","229"
"23-12-2016","MPF","XXX","HHIO","10200","P","12/2016","5","43"
"23-12-2016","MPF","XXX","HHIO","10400","C","12/2016","381","1135"
"23-12-2016","MPF","XXX","HHIO","10400","P","12/2016","847",""
"23-12-2016","MPF","XXX","HHIO","10600","C","12/2016","2950","234"
"23-12-2016","MPF","XXX","HHIO","10600","P","12/2016","4","4"
"23-12-2016","MPF","XXX","HHIO","10800","C","12/2016","2204","132"
"23-12-2016","MPF","XXX","HHIO","10800","P","12/2016","","326"
"23-12-2016","MPF","XXX","HHIO","11000","C","12/2016","615","1471"
"23-12-2016","MPF","XXX","HHIO","11000","P","12/2016","3","3"
"23-12-2016","MPF","XXX","HHIO","11200","C","12/2016","1807","395"
"23-12-2016","MPF","XXX","HHIO","11200","P","12/2016","","449"
"23-12-2016","MPF","XXX","HHIO","11400","C","12/2016","1782","203"
"23-12-2016","MPF","XXX","HHIO","11600","C","12/2016","403","706"
"23-12-2016","MPF","XXX","HHIO","11600","P","12/2016","114","138"
"23-12-2016","MPF","XXX","HHIO","11800","C","12/2016","152","944"
"23-12-2016","MPF","XXX","HHIO","12000","C","12/2016","435","1294"
"23-12-2016","MPF","XXX","HHIO","12000","P","12/2016","","100"
"23-12-2016","MPF","XXX","HHIO","12200","C","12/2016","164","208"
"23-12-2016","MPF","XXX","HHIO","12400","C","12/2016","214","214"
"23-12-2016","MPF","XXX","HHIO","12600","C","12/2016","1496","7"
"23-12-2016","MPF","XXX","HHIO","12600","P","12/2016","28","28"
"23-12-2016","MPF","XXX","HHIO","12800","C","12/2016","10","10"
"23-12-2016","MPF","XXX","HHIO","13200","C","12/2016","800","907"
"23-12-2016","MPF","XXX","HHIO","13200","P","12/2016","25","75"
"23-12-2016","MPF","XXX","HHIO","13800","C","12/2016","","2633"
"23-12-2016","MPF","XXX","HHIO","13800","P","12/2016","201","2"
"23-12-2016","MPF","XXX","HHIO","14400","C","12/2016","","2252"
"23-12-2016","MPF","XXX","HHIO","14400","P","12/2016","","76"
"23-12-2016","MPF","XXX","HHIO","15000","C","12/2016","297","456"
"23-12-2016","MPF","XXX","HHIO","15000","P","12/2016","25","25"
"23-12-2016","MPF","XXX","HHIO","15800","C","12/2016","","260"
"23-12-2016","MPF","XXX","HHIO","16600","C","12/2016","15","872"
"23-12-2016","MPF","XXX","HHIO","16600","P","12/2016","5",""
"23-12-2016","MPF","XXX","HHIO","17400","C","12/2016","43","63"
"23-12-2016","MPF","XXX","HHIO","17400","P","12/2016","5",""
"23-12-2016","MPF","XXX","HHIO","18200","C","12/2016","92","10"
"23-12-2016","MPF","XXX","HHIO","18200","P","12/2016","15",""
"23-12-2016","MPF","XXX","HHIO","21000","C","12/2016","55","182"
"23-12-2016","MPF","XXX","HHIO","21000","P","12/2016","176",""
"23-12-2016","MPF","XXX","HHIO","6100","P","01/2017","100","113"
"23-12-2016","MPF","XXX","HHIO","6200","P","01/2017","147","147"
"23-12-2016","MPF","XXX","HHIO","6300","P","01/2017","15","632"
"23-12-2016","MPF","XXX","HHIO","6400","P","01/2017","144","339"
"23-12-2016","MPF","XXX","HHIO","6500","P","01/2017","85","301"
"23-12-2016","MPF","XXX","HHIO","6600","C","01/2017","30","30"
"23-12-2016","MPF","XXX","HHIO","6600","P","01/2017","48","1213"
"23-12-2016","MPF","XXX","HHIO","6700","P","01/2017","237","47"
"23-12-2016","MPF","XXX","HHIO","6800","P","01/2017","271","142"
"23-12-2016","MPF","XXX","HHIO","6900","P","01/2017","567","24"
"23-12-2016","MPF","XXX","HHIO","7000","P","01/2017","301","39"
"23-12-2016","MPF","XXX","HHIO","7100","P","01/2017","310","64"
"23-12-2016","MPF","XXX","HHIO","7200","P","01/2017","280",""
"23-12-2016","MPF","XXX","HHIO","7300","P","01/2017","159","100"
"23-12-2016","MPF","XXX","HHIO","7400","P","01/2017","303",""
"23-12-2016","MPF","XXX","HHIO","7500","P","01/2017","110","82"
"23-12-2016","MPF","XXX","HHIO","7600","P","01/2017","108","155"
"23-12-2016","MPF","XXX","HHIO","7700","P","01/2017","360","131"
"23-12-2016","MPF","XXX","HHIO","7800","P","01/2017","37","484"
"23-12-2016","MPF","XXX","HHIO","7900","P","01/2017","176","472"
"23-12-2016","MPF","XXX","HHIO","8000","P","01/2017","602","205"
"23-12-2016","MPF","XXX","HHIO","8200","P","01/2017","222","540"
"23-12-2016","MPF","XXX","HHIO","8400","P","01/2017","2623","47"
"23-12-2016","MPF","XXX","HHIO","8600","P","01/2017","195","1758"
"23-12-2016","MPF","XXX","HHIO","8800","C","01/2017","69",""
"23-12-2016","MPF","XXX","HHIO","8800","P","01/2017","55","2596"
"23-12-2016","MPF","XXX","HHIO","9000","C","01/2017","181",""
"23-12-2016","MPF","XXX","HHIO","9000","P","01/2017","1037","2098"
"23-12-2016","MPF","XXX","HHIO","9200","C","01/2017","256","170"
"23-12-2016","MPF","XXX","HHIO","9200","P","01/2017","903","837"
"23-12-2016","MPF","XXX","HHIO","9400","C","01/2017","128","652"
"23-12-2016","MPF","XXX","HHIO","9400","P","01/2017","503","1083"
"23-12-2016","MPF","XXX","HHIO","9600","C","01/2017","282","240"
"23-12-2016","MPF","XXX","HHIO","9600","P","01/2017","8","2393"
"23-12-2016","MPF","XXX","HHIO","9800","C","01/2017","1238","211"
"23-12-2016","MPF","XXX","HHIO","9800","P","01/2017","521","15"
"23-12-2016","MPF","XXX","HHIO","10000","C","01/2017","3584","420"
"23-12-2016","MPF","XXX","HHIO","10000","P","01/2017","209","327"
"23-12-2016","MPF","XXX","HHIO","10200","C","01/2017","708","514"
"23-12-2016","MPF","XXX","HHIO","10200","P","01/2017","4","55"
"23-12-2016","MPF","XXX","HHIO","10400","C","01/2017","1503","103"
"23-12-2016","MPF","XXX","HHIO","10400","P","01/2017","1",""
"23-12-2016","MPF","XXX","HHIO","10600","C","01/2017","548","261"
"23-12-2016","MPF","XXX","HHIO","10800","C","01/2017","48","420"
"23-12-2016","MPF","XXX","HHIO","11000","C","01/2017","138","1244"
"23-12-2016","MPF","XXX","HHIO","11200","C","01/2017","64","561"
"23-12-2016","MPF","XXX","HHIO","11400","C","01/2017","231","16"
"23-12-2016","MPF","XXX","HHIO","11600","C","01/2017","71","9"
"23-12-2016","MPF","XXX","HHIO","11800","C","01/2017","31","4"
"23-12-2016","MPF","XXX","HHIO","12000","C","01/2017","80","72"
"23-12-2016","MPF","XXX","HHIO","12200","C","01/2017","123","113"
"23-12-2016","MPF","XXX","HHIO","12400","C","01/2017","73","70"
"23-12-2016","MPF","XXX","HHIO","12800","C","01/2017","","1"
"23-12-2016","MPF","XXX","HHIO","6100","P","02/2017","15","15"
"23-12-2016","MPF","XXX","HHIO","6500","P","02/2017","14","10"
"23-12-2016","MPF","XXX","HHIO","6800","P","02/2017","75",""
"23-12-2016","MPF","XXX","HHIO","6900","P","02/2017","42",""
"23-12-2016","MPF","XXX","HHIO","7000","P","02/2017","454",""
"23-12-2016","MPF","XXX","HHIO","7100","P","02/2017","151",""
"23-12-2016","MPF","XXX","HHIO","7200","P","02/2017","517","125"
"23-12-2016","MPF","XXX","HHIO","7300","P","02/2017","152",""
"23-12-2016","MPF","XXX","HHIO","7400","P","02/2017","360",""
"23-12-2016","MPF","XXX","HHIO","7500","P","02/2017","263","105"
"23-12-2016","MPF","XXX","HHIO","7600","P","02/2017","384","69"
"23-12-2016","MPF","XXX","HHIO","7700","P","02/2017","122","114"
"23-12-2016","MPF","XXX","HHIO","7800","P","02/2017","70","516"
"23-12-2016","MPF","XXX","HHIO","7900","P","02/2017","172","77"
"23-12-2016","MPF","XXX","HHIO","8000","C","02/2017","2","2"
"23-12-2016","MPF","XXX","HHIO","8000","P","02/2017","249","90"
"23-12-2016","MPF","XXX","HHIO","8200","P","02/2017","402","284"
"23-12-2016","MPF","XXX","HHIO","8400","P","02/2017","547","265"
"23-12-2016","MPF","XXX","HHIO","8600","P","02/2017","167","397"
"23-12-2016","MPF","XXX","HHIO","8800","C","02/2017","100",""
"23-12-2016","MPF","XXX","HHIO","8800","P","02/2017","637","114"
"23-12-2016","MPF","XXX","HHIO","9000","C","02/2017","73","43"
"23-12-2016","MPF","XXX","HHIO","9000","P","02/2017","455",""
"23-12-2016","MPF","XXX","HHIO","9200","C","02/2017","203","383"
"23-12-2016","MPF","XXX","HHIO","9200","P","02/2017","167","759"
"23-12-2016","MPF","XXX","HHIO","9400","C","02/2017","","397"
"23-12-2016","MPF","XXX","HHIO","9400","P","02/2017","248","1057"
"23-12-2016","MPF","XXX","HHIO","9600","C","02/2017","1067","42"
"23-12-2016","MPF","XXX","HHIO","9600","P","02/2017","216","249"
"23-12-2016","MPF","XXX","HHIO","9800","C","02/2017","112","1100"
"23-12-2016","MPF","XXX","HHIO","9800","P","02/2017","192","116"
"23-12-2016","MPF","XXX","HHIO","10000","C","02/2017","345","8"
"23-12-2016","MPF","XXX","HHIO","10000","P","02/2017","","827"
"23-12-2016","MPF","XXX","HHIO","10200","C","02/2017","686","223"
"23-12-2016","MPF","XXX","HHIO","10200","P","02/2017","60","80"
"23-12-2016","MPF","XXX","HHIO","10400","C","02/2017","1457","15"
"23-12-2016","MPF","XXX","HHIO","10400","P","02/2017","7",""
"23-12-2016","MPF","XXX","HHIO","10600","C","02/2017","875","8"
"23-12-2016","MPF","XXX","HHIO","10600","P","02/2017","1",""
"23-12-2016","MPF","XXX","HHIO","10800","C","02/2017","141","4"
"23-12-2016","MPF","XXX","HHIO","11000","C","02/2017","529","1"
"23-12-2016","MPF","XXX","HHIO","11200","C","02/2017","50","3"
"23-12-2016","MPF","XXX","HHIO","11400","C","02/2017","14","13"
"23-12-2016","MPF","XXX","HHIO","11600","C","02/2017","3","5"
"23-12-2016","MPF","XXX","HHIO","4900","P","03/2017","51",""
"23-12-2016","MPF","XXX","HHIO","5000","P","03/2017","137","13"
"23-12-2016","MPF","XXX","HHIO","5100","P","03/2017","24",""
"23-12-2016","MPF","XXX","HHIO","5200","P","03/2017","2",""
"23-12-2016","MPF","XXX","HHIO","5300","P","03/2017","153","138"
"23-12-2016","MPF","XXX","HHIO","5400","P","03/2017","12",""
"23-12-2016","MPF","XXX","HHIO","5500","P","03/2017","3",""
"23-12-2016","MPF","XXX","HHIO","5600","P","03/2017","5",""
"23-12-2016","MPF","XXX","HHIO","5700","P","03/2017","3",""
"23-12-2016","MPF","XXX","HHIO","5800","P","03/2017","421","3"
"23-12-2016","MPF","XXX","HHIO","5900","P","03/2017","4","1"
"23-12-2016","MPF","XXX","HHIO","6000","P","03/2017","","6786"
"23-12-2016","MPF","XXX","HHIO","6100","P","03/2017","18","12"
"23-12-2016","MPF","XXX","HHIO","6200","P","03/2017","15","15"
"23-12-2016","MPF","XXX","HHIO","6300","P","03/2017","","446"
"23-12-2016","MPF","XXX","HHIO","6400","P","03/2017","395",""
"23-12-2016","MPF","XXX","HHIO","6500","P","03/2017","215","4"
"23-12-2016","MPF","XXX","HHIO","6600","P","03/2017","635",""
"23-12-2016","MPF","XXX","HHIO","6700","P","03/2017","169","1"
"23-12-2016","MPF","XXX","HHIO","6800","P","03/2017","492","62"
"23-12-2016","MPF","XXX","HHIO","6900","P","03/2017","3","6"
"23-12-2016","MPF","XXX","HHIO","7000","P","03/2017","551","1277"
"23-12-2016","MPF","XXX","HHIO","7100","P","03/2017","47","46"
"23-12-2016","MPF","XXX","HHIO","7200","P","03/2017","763","181"
"23-12-2016","MPF","XXX","HHIO","7300","P","03/2017","136","124"
"23-12-2016","MPF","XXX","HHIO","7400","P","03/2017","156","1148"
"23-12-2016","MPF","XXX","HHIO","7500","P","03/2017","95","20"
"23-12-2016","MPF","XXX","HHIO","7600","P","03/2017","614","482"
"23-12-2016","MPF","XXX","HHIO","7700","P","03/2017","165","1"
"23-12-2016","MPF","XXX","HHIO","7800","C","03/2017","61",""
"23-12-2016","MPF","XXX","HHIO","7800","P","03/2017","799","497"
"23-12-2016","MPF","XXX","HHIO","7900","P","03/2017","185","85"
"23-12-2016","MPF","XXX","HHIO","8000","C","03/2017","8","122"
"23-12-2016","MPF","XXX","HHIO","8000","P","03/2017","341","3175"
"23-12-2016","MPF","XXX","HHIO","8200","C","03/2017","114","1000"
"23-12-2016","MPF","XXX","HHIO","8200","P","03/2017","473","746"
"23-12-2016","MPF","XXX","HHIO","8400","C","03/2017","221","85"
"23-12-2016","MPF","XXX","HHIO","8400","P","03/2017","1544","1334"
"23-12-2016","MPF","XXX","HHIO","8600","C","03/2017","225","100"
"23-12-2016","MPF","XXX","HHIO","8600","P","03/2017","2015","54"
"23-12-2016","MPF","XXX","HHIO","8800","C","03/2017","415","146"
"23-12-2016","MPF","XXX","HHIO","8800","P","03/2017","1429",""
"23-12-2016","MPF","XXX","HHIO","9000","C","03/2017","62","31"
"23-12-2016","MPF","XXX","HHIO","9000","P","03/2017","900",""
"23-12-2016","MPF","XXX","HHIO","9200","C","03/2017","809",""
"23-12-2016","MPF","XXX","HHIO","9200","P","03/2017","2064",""
"23-12-2016","MPF","XXX","HHIO","9400","C","03/2017","1744","554"
"23-12-2016","MPF","XXX","HHIO","9400","P","03/2017","540","1530"
"23-12-2016","MPF","XXX","HHIO","9600","C","03/2017","1441","583"
"23-12-2016","MPF","XXX","HHIO","9600","P","03/2017","4228","82"
"23-12-2016","MPF","XXX","HHIO","9800","C","03/2017","799","7"
"23-12-2016","MPF","XXX","HHIO","9800","P","03/2017","208","162"
"23-12-2016","MPF","XXX","HHIO","10000","C","03/2017","3118","216"
"23-12-2016","MPF","XXX","HHIO","10000","P","03/2017","1","670"
"23-12-2016","MPF","XXX","HHIO","10200","C","03/2017","379","160"
"23-12-2016","MPF","XXX","HHIO","10200","P","03/2017","296",""
"23-12-2016","MPF","XXX","HHIO","10400","C","03/2017","27","1944"
"23-12-2016","MPF","XXX","HHIO","10400","P","03/2017","25",""
"23-12-2016","MPF","XXX","HHIO","10600","C","03/2017","1009","15"
"23-12-2016","MPF","XXX","HHIO","10600","P","03/2017","2",""
"23-12-2016","MPF","XXX","HHIO","10800","C","03/2017","39","1824"
"23-12-2016","MPF","XXX","HHIO","11000","C","03/2017","352","931"
"23-12-2016","MPF","XXX","HHIO","11200","C","03/2017","114","763"
"23-12-2016","MPF","XXX","HHIO","11200","P","03/2017","1",""
"23-12-2016","MPF","XXX","HHIO","11400","C","03/2017","401","295"
"23-12-2016","MPF","XXX","HHIO","11600","C","03/2017","4","1202"
"23-12-2016","MPF","XXX","HHIO","11800","C","03/2017","93","46"
"23-12-2016","MPF","XXX","HHIO","12000","C","03/2017","1411","1"
"23-12-2016","MPF","XXX","HHIO","12200","C","03/2017","136","137"
"23-12-2016","MPF","XXX","HHIO","12400","C","03/2017","136","409"
"23-12-2016","MPF","XXX","HHIO","12600","C","03/2017","101","101"
"23-12-2016","MPF","XXX","HHIO","13000","C","03/2017","100",""
"23-12-2016","MPF","XXX","HHIO","13200","C","03/2017","2","1"
"23-12-2016","MPF","XXX","HHIO","5600","P","06/2017","369","2"
"23-12-2016","MPF","XXX","HHIO","5800","C","06/2017","","2"
"23-12-2016","MPF","XXX","HHIO","5800","P","06/2017","20","21"
"23-12-2016","MPF","XXX","HHIO","5900","P","06/2017","19","30"
"23-12-2016","MPF","XXX","HHIO","6000","P","06/2017","","1840"
"23-12-2016","MPF","XXX","HHIO","6100","P","06/2017","","15"
"23-12-2016","MPF","XXX","HHIO","6200","P","06/2017","41","1"
"23-12-2016","MPF","XXX","HHIO","6300","P","06/2017","5",""
"23-12-2016","MPF","XXX","HHIO","6400","P","06/2017","1","583"
"23-12-2016","MPF","XXX","HHIO","6500","P","06/2017","52","2"
"23-12-2016","MPF","XXX","HHIO","6600","C","06/2017","","2"
"23-12-2016","MPF","XXX","HHIO","6600","P","06/2017","10","11"
"23-12-2016","MPF","XXX","HHIO","6700","P","06/2017","15","13"
"23-12-2016","MPF","XXX","HHIO","6800","P","06/2017","22",""
"23-12-2016","MPF","XXX","HHIO","6900","P","06/2017","5","3"
"23-12-2016","MPF","XXX","HHIO","7000","P","06/2017","1306","13"
"23-12-2016","MPF","XXX","HHIO","7100","P","06/2017","28","26"
"23-12-2016","MPF","XXX","HHIO","7200","C","06/2017","10",""
"23-12-2016","MPF","XXX","HHIO","7200","P","06/2017","350","662"
"23-12-2016","MPF","XXX","HHIO","7400","C","06/2017","9",""
"23-12-2016","MPF","XXX","HHIO","7400","P","06/2017","","560"
"23-12-2016","MPF","XXX","HHIO","7500","P","06/2017","69",""
"23-12-2016","MPF","XXX","HHIO","7600","P","06/2017","100","795"
"23-12-2016","MPF","XXX","HHIO","7700","P","06/2017","8","5"
"23-12-2016","MPF","XXX","HHIO","7800","P","06/2017","557","172"
"23-12-2016","MPF","XXX","HHIO","7900","P","06/2017","13","13"
"23-12-2016","MPF","XXX","HHIO","8000","C","06/2017","1514","20"
"23-12-2016","MPF","XXX","HHIO","8000","P","06/2017","","2915"
"23-12-2016","MPF","XXX","HHIO","8200","P","06/2017","580","175"
"23-12-2016","MPF","XXX","HHIO","8400","C","06/2017","","290"
"23-12-2016","MPF","XXX","HHIO","8400","P","06/2017","263","2427"
"23-12-2016","MPF","XXX","HHIO","8600","C","06/2017","2",""
"23-12-2016","MPF","XXX","HHIO","8600","P","06/2017","115","1414"
"23-12-2016","MPF","XXX","HHIO","8800","C","06/2017","99","187"
"23-12-2016","MPF","XXX","HHIO","8800","P","06/2017","1072","339"
"23-12-2016","MPF","XXX","HHIO","9000","C","06/2017","","2436"
"23-12-2016","MPF","XXX","HHIO","9000","P","06/2017","560","2938"
"23-12-2016","MPF","XXX","HHIO","9200","C","06/2017","1053","12"
"23-12-2016","MPF","XXX","HHIO","9200","P","06/2017","292",""
"23-12-2016","MPF","XXX","HHIO","9400","C","06/2017","","3496"
"23-12-2016","MPF","XXX","HHIO","9400","P","06/2017","265","217"
"23-12-2016","MPF","XXX","HHIO","9600","C","06/2017","","2173"
"23-12-2016","MPF","XXX","HHIO","9600","P","06/2017","724","2440"
"23-12-2016","MPF","XXX","HHIO","9800","C","06/2017","1014",""
"23-12-2016","MPF","XXX","HHIO","9800","P","06/2017","88","323"
"23-12-2016","MPF","XXX","HHIO","10000","C","06/2017","152","1420"
"23-12-2016","MPF","XXX","HHIO","10000","P","06/2017","","650"
"23-12-2016","MPF","XXX","HHIO","10200","C","06/2017","153","187"
"23-12-2016","MPF","XXX","HHIO","10200","P","06/2017","1",""
"23-12-2016","MPF","XXX","HHIO","10400","C","06/2017","","855"
"23-12-2016","MPF","XXX","HHIO","10400","P","06/2017","250",""
"23-12-2016","MPF","XXX","HHIO","10600","C","06/2017","133","1029"
"23-12-2016","MPF","XXX","HHIO","10600","P","06/2017","25","25"
"23-12-2016","MPF","XXX","HHIO","10800","C","06/2017","2833","131"
"23-12-2016","MPF","XXX","HHIO","10800","P","06/2017","6","6"
"23-12-2016","MPF","XXX","HHIO","11000","C","06/2017","1112","780"
"23-12-2016","MPF","XXX","HHIO","11200","C","06/2017","1950","3"
"23-12-2016","MPF","XXX","HHIO","11200","P","06/2017","100","400"
"23-12-2016","MPF","XXX","HHIO","11400","C","06/2017","910","2"
"23-12-2016","MPF","XXX","HHIO","11600","C","06/2017","776","215"
"23-12-2016","MPF","XXX","HHIO","11800","C","06/2017","239","234"
"23-12-2016","MPF","XXX","HHIO","12000","C","06/2017","4815",""
"23-12-2016","MPF","XXX","HHIO","12000","P","06/2017","6","1"
"23-12-2016","MPF","XXX","HHIO","12200","C","06/2017","78","1"
"23-12-2016","MPF","XXX","HHIO","12400","C","06/2017","153","153"
"23-12-2016","MPF","XXX","HHIO","12600","C","06/2017","115","6"
"23-12-2016","MPF","XXX","HHIO","12800","C","06/2017","","3"
"23-12-2016","MPF","XXX","HHIO","13000","C","06/2017","","1500"
"23-12-2016","MPF","XXX","HHIO","13000","P","06/2017","1",""
"23-12-2016","MPF","XXX","HHIO","13200","C","06/2017","114","122"
"23-12-2016","MPF","XXX","HHIO","13200","P","06/2017","1",""
"23-12-2016","MPF","XXX","HHIO","13800","C","06/2017","49","59"
"23-12-2016","MPF","XXX","HHIO","13800","P","06/2017","1",""
"23-12-2016","MPF","XXX","HHIO","14400","C","06/2017","83","94"
"23-12-2016","MPF","XXX","HHIO","14400","P","06/2017","1",""
"23-12-2016","MPF","XXX","HHIO","15000","C","06/2017","150","190"
"23-12-2016","MPF","XXX","HHIO","15800","C","06/2017","294","299"
"23-12-2016","MPF","XXX","HHIO","16600","C","06/2017","193","239"
"23-12-2016","MPF","XXX","HHIO","16600","P","06/2017","5",""
"23-12-2016","MPF","XXX","HHIO","17400","C","06/2017","35","35"
"23-12-2016","MPF","XXX","HHIO","17400","P","06/2017","10",""
"23-12-2016","MPF","XXX","HHIO","18200","C","06/2017","10","10"
"23-12-2016","MPF","XXX","HHIO","18200","P","06/2017","5",""
"23-12-2016","MPF","XXX","HHIO","6100","C","09/2017","52","52"
"23-12-2016","MPF","XXX","HHIO","6100","P","09/2017","254","5"
"23-12-2016","MPF","XXX","HHIO","6200","P","09/2017","213",""
"23-12-2016","MPF","XXX","HHIO","6300","P","09/2017","31",""
"23-12-2016","MPF","XXX","HHIO","6400","P","09/2017","2",""
"23-12-2016","MPF","XXX","HHIO","6500","P","09/2017","27",""
"23-12-2016","MPF","XXX","HHIO","6600","P","09/2017","15",""
"23-12-2016","MPF","XXX","HHIO","6700","P","09/2017","5",""
"23-12-2016","MPF","XXX","HHIO","6800","P","09/2017","82",""
"23-12-2016","MPF","XXX","HHIO","6900","P","09/2017","20","15"
"23-12-2016","MPF","XXX","HHIO","7000","P","09/2017","13",""
"23-12-2016","MPF","XXX","HHIO","7500","P","09/2017","24","5"
"23-12-2016","MPF","XXX","HHIO","7600","P","09/2017","7",""
"23-12-2016","MPF","XXX","HHIO","7700","P","09/2017","10","5"
"23-12-2016","MPF","XXX","HHIO","7800","P","09/2017","","1115"
"23-12-2016","MPF","XXX","HHIO","7900","P","09/2017","5",""
"23-12-2016","MPF","XXX","HHIO","8000","P","09/2017","361",""
"23-12-2016","MPF","XXX","HHIO","8200","P","09/2017","609",""
"23-12-2016","MPF","XXX","HHIO","8400","P","09/2017","234","50"
