"Trade Date","EP Code","LOP A/C No","BI/Omni Code","BI TO Code","A/C Nature","A/C Type","Product Code","Strike","Option Type","Contract Month","LOP OI Long","LOP OI Short","LOP PD"
"23-12-2016","MSA","05ABAAWY2","HED_0261","BIT_0225","T","C","HHIF",""," ","01/2017","","742","-742"
"23-12-2016","MSA","05ABACEK8","HED_1365","BIT_0502","T","C","HHIF",""," ","01/2017","","20","-20"
"23-12-2016","MSA","05ABACFP6","HED_1366","BIT_0502","T","C","HHIF",""," ","01/2017","","3","-3"
"23-12-2016","MSA","05ABACHW9","HED_1143","BIT_1154","T","C","HHIF",""," ","01/2017","1496","","1496"
"23-12-2016","MSA","05ABACUG9","HED_0755","BIT_0056","T","C","HHIF",""," ","01/2017","","498","-498"
"23-12-2016","MSA","05ABAE4K5","HED_1438","BIT_1391","T","C","HHIF",""," ","01/2017","","191","-191"
"23-12-2016","MSA","05ABAE7W6","HED_1075","BIT_1019","T","C","HHIF",""," ","01/2017","","96","-96"
"23-12-2016","MSA","05ABAE8A3","HED_1721","BIT_1019","T","C","HHIF",""," ","01/2017","","558","-558"
"23-12-2016","MSA","05ABAF2H1","HED_1508","BIT_0989","T","C","HHIF",""," ","01/2017","","691","-691"
"23-12-2016","MSA","05ABAF356","HED_1721","BIT_1019","T","C","HHIF",""," ","01/2017","","87","-87"
"23-12-2016","MSA","05ABAF398","HED_1075","BIT_1019","T","C","HHIF",""," ","01/2017","","14","-14"
"23-12-2016","MSA","05ABAGCD7","HED_1510","BIT_1391","T","C","HHIF",""," ","01/2017","","3515","-3515"
"23-12-2016","MSA","05ABAHBQ7","HED_1721","BIT_1019","T","C","HHIF",""," ","01/2017","","23","-23"
"23-12-2016","MSA","05ABAHBU8","HED_1075","BIT_1019","T","C","HHIF",""," ","01/2017","","4","-4"
"23-12-2016","MSA","05AMFSE16","HED_1509","BIT_0989","T","C","HHIF",""," ","01/2017","59","","59"
"23-12-2016","MSA","05AP10952","OMN_0503","BIT_1019","T","C","HHIF",""," ","01/2017","","4","-4"
"23-12-2016","NRA","101L2211","INS_0868","","HG/T/A","C","HHIF",""," ","12/2016","","10160","-10160"
"23-12-2016","NRA","101L2211","INS_0868","","HG/T/A","C","HHIF",""," ","01/2017","15700","","15700"
"23-12-2016","NRA","101L2211","INS_0868","","HG/T/A","C","HHIF",""," ","03/2017","","5700","-5700"
"23-12-2016","NRA","101L2234","INS_0970","","HG/T/A","C","HHIF",""," ","12/2016","","2000","-2000"
"23-12-2016","NRA","K1400","OMN_0194","","HG/T/A","C","HHIF",""," ","12/2016","147","","147"
"23-12-2016","NRA","K1400","OMN_0194","","HG/T/A","C","HHIF",""," ","12/2016","","12300","-12300"
"23-12-2016","NRA","K1400","OMN_0194","","HG/T/A","C","HHIF",""," ","01/2017","15707","","15707"
"23-12-2016","NRA","K1400","OMN_0194","","HG/T/A","C","HHIF",""," ","03/2017","","5700","-5700"
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","HHIF",""," ","12/2016","7628","","7628"
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","HHIF",""," ","12/2016","","1509","-1509"
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","HHIF",""," ","01/2017","3869","","3869"
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","HHIF",""," ","01/2017","","195","-195"
"23-12-2016","NRA","K9400","GPR_0019","","HG/T/A","C","HHIF",""," ","03/2017","802","","802"
"23-12-2016","NRA","K9407","GPR_0019","","HG/T/A","C","HHIF",""," ","12/2016","4770","","4770"
"23-12-2016","PHL","PCP01","OMN_0334","","T","C","HHIF",""," ","12/2016","507","","507"
"23-12-2016","SGS","03152/0NT01","INV_0034","","HG/T","C","HHIF",""," ","12/2016","","4365","-4365"
"23-12-2016","SGS","03152/0NT01","INV_0034","","HG/T","C","HHIF",""," ","01/2017","","3913","-3913"
"23-12-2016","SGS","03152/0NT01","INV_0034","","HG/T","C","HHIF",""," ","03/2017","510","","510"
"23-12-2016","SGS","03152/0NT01","INV_0034","","HG/T","C","HHIF",""," ","06/2017","40","","40"
"23-12-2016","SGS","0A405/0A409","INS_0002","","HG/T","C","HHIF",""," ","12/2016","","182","-182"
"23-12-2016","SGS","0A405/0A411","INS_0002","","HG/T","C","HHIF",""," ","12/2016","43","","43"
"23-12-2016","SGS","0A405/0A412","INS_0002","","HG/T","C","HHIF",""," ","12/2016","","164","-164"
"23-12-2016","SGS","0A405/0A416","INS_0002","","HG/T","C","HHIF",""," ","01/2017","","4","-4"
"23-12-2016","SGS","0E332/0E332","HED_1572","BIT_1969","HG/T","C","HHIF",""," ","12/2016","","34","-34"
"23-12-2016","SGS","0E362/0AC09","INS_2625","BIT_0895","HG/T","C","HHIF",""," ","01/2017","181","","181"
"23-12-2016","SGS","0E362/0E362","HED_1572","BIT_0895","HG/T","C","HHIF",""," ","01/2017","30","","30"
"23-12-2016","SGS","0E362/0MC24","HED_1591","BIT_0895","HG/T","C","HHIF",""," ","01/2017","26","","26"
"23-12-2016","SGS","0E561/0E310","HED_1572","BIT_0520","HG/T","C","HHIF",""," ","01/2017","","34","-34"
"23-12-2016","SGS","0E561/0EF40","HED_1590","BIT_0520","HG/T","C","HHIF",""," ","01/2017","","27","-27"
"23-12-2016","SGS","0Q421/0E340","HED_1572","BIT_1970","HG/T","C","HHIF",""," ","12/2016","34","","34"
"23-12-2016","SGS","0Q421/0EF26","HED_1590","BIT_1970","HG/T","C","HHIF",""," ","12/2016","33","","33"
"23-12-2016","SGS","0Q421/0LQ01","INS_2630","BIT_1970","HG/T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","SGS","0Q421/0NL12","HED_1686","BIT_1970","HG/T","C","HHIF",""," ","12/2016","13","","13"
"23-12-2016","SGS","0Q421/0Q440","INS_2631","BIT_1970","HG/T","C","HHIF",""," ","12/2016","20","","20"
"23-12-2016","SGS","0QE02/0QE02","HED_0998","BIT_1573","HG/T","C","HHIF",""," ","12/2016","590","","590"
"23-12-2016","SGS","10244-01-077","INS_1370","","T","C","HHIF",""," ","12/2016","","29","-29"
"23-12-2016","SGS","10989-01-003","INS_1846","","T","C","HHIF",""," ","12/2016","120","","120"
"23-12-2016","SGS","10989-01-009","INS_1846","","T","C","HHIF",""," ","12/2016","233","","233"
"23-12-2016","SGS","6789A/6789A","OMN_0014","","HG/T","C","HHIF",""," ","12/2016","1832","","1832"
"23-12-2016","SGS","6789A/6789A","OMN_0014","","HG/T","C","HHIF",""," ","12/2016","","1820","-1820"
"23-12-2016","SGS","6789A/6789A","OMN_0014","","HG/T","C","HHIF",""," ","01/2017","","1709","-1709"
"23-12-2016","SGS","80882/80882","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","15","","15"
"23-12-2016","SGS","80882/80882","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","8","-8"
"23-12-2016","SGS","80882/80882","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","6","","6"
"23-12-2016","SGS","80882/80882","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","6","-6"
"23-12-2016","SGS","ASPCT/35034","HED_1523","BIT_0200","HG/T","C","HHIF",""," ","01/2017","12","","12"
"23-12-2016","SGS","ASPCT/36502","HED_1619","BIT_0200","HG/T","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","SGS","ASPCT/37509","HED_1620","BIT_0200","HG/T","C","HHIF",""," ","01/2017","49","","49"
"23-12-2016","SGS","ASPCT/37518","HED_1620","BIT_0200","HG/T","C","HHIF",""," ","01/2017","32","","32"
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","HHIF",""," ","12/2016","6868","","6868"
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","HHIF",""," ","12/2016","","7708","-7708"
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","HHIF",""," ","01/2017","4962","","4962"
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","HHIF",""," ","01/2017","","7293","-7293"
"23-12-2016","SGS","ASSCC/ASHKC","OMN_0117","","HG/T","C","HHIF",""," ","03/2017","525","","525"
"23-12-2016","SGS","ASSCC/ASSDS","OMN_0117","","HG/T","C","HHIF",""," ","01/2017","483","","483"
"23-12-2016","SGS","BRIDG/87220","HED_0459","BIT_0180","HG/T","C","HHIF",""," ","01/2017","12","","12"
"23-12-2016","SGS","CRABL/0E448","HED_1572","BIT_0856","HG/T","C","HHIF",""," ","12/2016","","8","-8"
"23-12-2016","SGS","CRABL/0E501","HED_1572","BIT_0856","HG/T","C","HHIF",""," ","12/2016","","10","-10"
"23-12-2016","SGS","CRABL/0MC62","INS_2318","BIT_0856","HG/T","C","HHIF",""," ","12/2016","","1","-1"
"23-12-2016","SGS","CRABL/32470","HED_1867","BIT_0856","HG/T","C","HHIF",""," ","12/2016","","6","-6"
"23-12-2016","SGS","EKT0C/ETK06","OMN_0502","","HG/T","C","HHIF",""," ","12/2016","535","","535"
"23-12-2016","SGS","EXAND/ED003","INS_1109","","HG/T","C","HHIF",""," ","01/2017","","547","-547"
"23-12-2016","SGS","K3200/K3362","INS_0032","","HG/T","C","HHIF",""," ","01/2017","","1535","-1535"
"23-12-2016","SGS","LYNXA/0E465","HED_1572","BIT_0273","HG/T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","SGS","LYNXA/0LL01","INS_2245","BIT_0273","HG/T","C","HHIF",""," ","12/2016","2","","2"
"23-12-2016","SGS","LYNXA/0LY05","HED_0966","BIT_0273","HG/T","C","HHIF",""," ","12/2016","129","","129"
"23-12-2016","SGS","LYNXA/60155","HED_1567","BIT_0273","HG/T","C","HHIF",""," ","12/2016","23","","23"
"23-12-2016","SGS","LYNXA/60166","HED_1033","BIT_0273","HG/T","C","HHIF",""," ","12/2016","21","","21"
"23-12-2016","SGS","LYNXA/97166","HED_1579","BIT_0273","HG/T","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","SGS","LYNXA/99341","INS_2165","BIT_0273","HG/T","C","HHIF",""," ","12/2016","2","","2"
"23-12-2016","SGS","SGMPP/SGMHY","GPR_0008","","HG/T","RT","HHIF",""," ","12/2016","16","","16"
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","HHIF",""," ","12/2016","11248","","11248"
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","HHIF",""," ","01/2017","2852","","2852"
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","HHIF",""," ","03/2017","","1581","-1581"
"23-12-2016","SGS","SGSCC/SGSAK","GPR_0008","","HG/T","C","HHIF",""," ","06/2017","","5463","-5463"
"23-12-2016","SGS","TWOSA/08183","HED_1084","BIT_1291","HG/T","C","HHIF",""," ","12/2016","1675","","1675"
"23-12-2016","SGS","UKAAN/UKAAN","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","402","","402"
"23-12-2016","SGS","UKAAN/UKAAN","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","547","-547"
"23-12-2016","SGS","UKAIN/UKAIN","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","192","","192"
"23-12-2016","SGS","UKAIN/UKAIN","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","7","-7"
"23-12-2016","SGS","UKAIN/UKAIN","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","370","","370"
"23-12-2016","SGS","UKAIS/UKAIS","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","905","","905"
"23-12-2016","SGS","UKAIS/UKAIS","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","39","-39"
"23-12-2016","SGS","UKAIS/UKAIS","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","2990","","2990"
"23-12-2016","SGS","UKAIS/UKAIS","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","111","-111"
"23-12-2016","SGS","UKAM2/UKAM2","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","45","-45"
"23-12-2016","SGS","UKDT2/UKDT2","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","483","","483"
"23-12-2016","SGS","UKNSG/UKNSG","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","421","","421"
"23-12-2016","SGS","UKNSG/UKNSG","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","73","-73"
"23-12-2016","SGS","UKNSG/UKNSG","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","60","","60"
"23-12-2016","SGS","UKNX2/UKNX2","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","4365","-4365"
"23-12-2016","SGS","UKNX2/UKNX2","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","3913","-3913"
"23-12-2016","SGS","UKNX2/UKNX2","OMN_0016","","HG/T","C","HHIF",""," ","03/2017","510","","510"
"23-12-2016","SGS","UKNX2/UKNX2","OMN_0016","","HG/T","C","HHIF",""," ","06/2017","40","","40"
"23-12-2016","SGS","UKPAR/UKPAR","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","90","","90"
"23-12-2016","SGS","UKPAR/UKPAR","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","115","-115"
"23-12-2016","SGS","UKPAR/UKPAR","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","163","","163"
"23-12-2016","SGS","UKPAR/UKPAR","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","80","-80"
"23-12-2016","SGS","UKSED/UKSED","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","5","","5"
"23-12-2016","SGS","UKSED/UKSED","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","","306","-306"
"23-12-2016","SGS","UKSED/UKSED","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","25","","25"
"23-12-2016","SGS","UKSED/UKSED","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","69","-69"
"23-12-2016","SGS","UKUC2/UKUC2","OMN_0016","","HG/T","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","SGS","UKUC2/UKUC2","OMN_0016","","HG/T","C","HHIF",""," ","01/2017","","50","-50"
"23-12-2016","SGS","WINTO/0A523","INS_2601","BIT_0213","HG/T","C","HHIF",""," ","01/2017","339","","339"
"23-12-2016","SGS","WINTO/0AC05","HED_0545","BIT_0213","HG/T","C","HHIF",""," ","01/2017","27","","27"
"23-12-2016","SGS","WINTO/0CW22","HED_1550","BIT_0213","HG/T","C","HHIF",""," ","01/2017","17","","17"
"23-12-2016","SGS","WINTO/0E314","HED_1572","BIT_0213","HG/T","C","HHIF",""," ","01/2017","8","","8"
"23-12-2016","SGS","WINTO/0E842","HED_1573","BIT_0213","HG/T","C","HHIF",""," ","01/2017","8","","8"
"23-12-2016","SGS","WINTO/0FG22","INS_2162","BIT_0213","HG/T","C","HHIF",""," ","01/2017","6","","6"
"23-12-2016","SGS","WINTO/0G145","HED_1556","BIT_0213","HG/T","C","HHIF",""," ","01/2017","11","","11"
"23-12-2016","SGS","WINTO/0G154","HED_1561","BIT_0213","HG/T","C","HHIF",""," ","01/2017","8","","8"
"23-12-2016","SGS","WINTO/0GT02","HED_1570","BIT_0213","HG/T","C","HHIF",""," ","01/2017","9","","9"
"23-12-2016","SGS","WINTO/0L211","HED_1568","BIT_0213","HG/T","C","HHIF",""," ","01/2017","8","","8"
"23-12-2016","SGS","WINTO/0L415","HED_1566","BIT_0213","HG/T","C","HHIF",""," ","01/2017","23","","23"
"23-12-2016","SGS","WINTO/0LW01","HED_1565","BIT_0213","HG/T","C","HHIF",""," ","01/2017","76","","76"
"23-12-2016","SGS","WINTO/0MA01","INS_2159","BIT_0213","HG/T","C","HHIF",""," ","01/2017","50","","50"
"23-12-2016","SGS","WINTO/0MC25","HED_1563","BIT_0213","HG/T","C","HHIF",""," ","01/2017","8","","8"
"23-12-2016","SGS","WINTO/0MC92","INS_2318","BIT_0213","HG/T","C","HHIF",""," ","01/2017","6","","6"
"23-12-2016","SGS","WINTO/0S007","HED_0117","BIT_0213","HG/T","C","HHIF",""," ","01/2017","1496","","1496"
"23-12-2016","SGS","WINTO/0V600","HED_1551","BIT_0213","HG/T","C","HHIF",""," ","01/2017","80","","80"
"23-12-2016","SGS","WINTO/0W030","HED_1558","BIT_0213","HG/T","C","HHIF",""," ","01/2017","59","","59"
"23-12-2016","SGS","WINTO/0W703","HED_1553","BIT_0213","HG/T","C","HHIF",""," ","01/2017","77","","77"
"23-12-2016","SGS","WINTO/0W705","HED_1552","BIT_0213","HG/T","C","HHIF",""," ","01/2017","33","","33"
"23-12-2016","SGS","WINTO/0W712","HED_1576","BIT_0213","HG/T","C","HHIF",""," ","01/2017","29","","29"
"23-12-2016","SGS","WINTO/0WD42","HED_1555","BIT_0213","HG/T","C","HHIF",""," ","01/2017","43","","43"
"23-12-2016","SGS","WINTO/0WD72","HED_1554","BIT_0213","HG/T","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","SGS","WINTO/0WT02","HED_1676","BIT_0213","HG/T","C","HHIF",""," ","01/2017","223","","223"
"23-12-2016","SGS","WINTO/10940","HED_0410","BIT_0213","HG/T","C","HHIF",""," ","01/2017","21","","21"
"23-12-2016","SGS","WINTO/29560","HED_1581","BIT_0213","HG/T","C","HHIF",""," ","01/2017","37","","37"
"23-12-2016","SGS","WINTO/29563","HED_1569","BIT_0213","HG/T","C","HHIF",""," ","01/2017","63","","63"
"23-12-2016","SGS","WINTO/35100","HED_1674","BIT_0213","HG/T","C","HHIF",""," ","01/2017","10","","10"
"23-12-2016","SGS","WINTO/37415","HED_1580","BIT_0213","HG/T","C","HHIF",""," ","01/2017","8","","8"
"23-12-2016","SGS","WINTO/88651","HED_1608","BIT_0213","HG/T","C","HHIF",""," ","01/2017","19","","19"
"23-12-2016","SGS","WINTO/88916","HED_1518","BIT_0213","HG/T","C","HHIF",""," ","01/2017","14","","14"
"23-12-2016","SGS","WINTO/99336","INS_2165","BIT_0213","HG/T","C","HHIF",""," ","01/2017","11","","11"
"23-12-2016","SGS","WINTO/99436","INS_2161","BIT_0213","HG/T","C","HHIF",""," ","01/2017","91","","91"
"23-12-2016","SGS","WINTO/GS021","HED_1564","BIT_0213","HG/T","C","HHIF",""," ","01/2017","41","","41"
"23-12-2016","SGS","WINTO/K7706","INS_1416","BIT_0213","HG/T","C","HHIF",""," ","01/2017","39","","39"
"23-12-2016","SGS","ZUS51/ZUS51","OMN_0017","","HG/T","C","HHIF",""," ","12/2016","2500","","2500"
"23-12-2016","SGS","ZUS51/ZUS51","OMN_0017","","HG/T","C","HHIF",""," ","12/2016","","1046","-1046"
"23-12-2016","SGS","ZUS51/ZUS51","OMN_0017","","HG/T","C","HHIF",""," ","01/2017","974","","974"
"23-12-2016","SGS","ZUS51/ZUS51","OMN_0017","","HG/T","C","HHIF",""," ","01/2017","","682","-682"
"23-12-2016","SNP","620000180011","INS_1131","","T","C","HHIF",""," ","12/2016","","437","-437"
"23-12-2016","SNP","620000180011","INS_1131","","T","C","HHIF",""," ","01/2017","","3249","-3249"
"23-12-2016","SNP","620000180011","INS_1131","","T","C","HHIF",""," ","03/2017","","27","-27"
"23-12-2016","SNP","620000180011","INS_1131","","T","C","HHIF",""," ","06/2017","","33","-33"
"23-12-2016","TFF","230808","INS_1358","","T","C","HHIF",""," ","12/2016","1810","","1810"
"23-12-2016","TFF","263574","INS_1953","","T","C","HHIF",""," ","12/2016","","925","-925"
"23-12-2016","UWD","11051","INS_0857","BIT_0559","HG","C","HHIF",""," ","12/2016","110","","110"
"23-12-2016","UWD","001BAM26","INS_1697","BIT_0493","HG","C","HHIF",""," ","01/2017","","7","-7"
"23-12-2016","UWD","001BAM54","INS_1527","BIT_0493","HG","C","HHIF",""," ","01/2017","","18","-18"
"23-12-2016","UWD","001BAM69","INS_1550","BIT_0493","HG","C","HHIF",""," ","01/2017","28","","28"
"23-12-2016","UWD","001BAM86","INS_1717","BIT_0493","HG","C","HHIF",""," ","01/2017","","87","-87"
"23-12-2016","UWD","001BSICE","INS_1673","BIT_1224","HG","C","HHIF",""," ","12/2016","377","","377"
"23-12-2016","UWD","001FL371","INS_1487","BIT_0899","HG","C","HHIF",""," ","01/2017","","503","-503"
"23-12-2016","UWD","001MWTMN","HED_1237","BIT_0341","HG","C","HHIF",""," ","01/2017","","5","-5"
"23-12-2016","UWD","001NFM64","INV_0025","","HG","C","HHIF",""," ","12/2016","","67","-67"
"23-12-2016","UWD","001PE174","INS_2335","BIT_0465","HG","C","HHIF",""," ","12/2016","13","","13"
"23-12-2016","UWD","001PE177","INS_2338","BIT_0465","HG","C","HHIF",""," ","12/2016","16","","16"
"23-12-2016","UWD","001PE178","INS_2464","BIT_0465","HG","C","HHIF",""," ","12/2016","25","","25"
"23-12-2016","UWD","001PE184","UNC_5863","","HG","C","HHIF",""," ","12/2016","8","","8"
"23-12-2016","UWD","001PIM7B","INS_1681","BIT_0465","HG","C","HHIF",""," ","12/2016","92","","92"
"23-12-2016","UWD","001PIM7D","INS_1682","BIT_0465","HG","C","HHIF",""," ","12/2016","143","","143"
"23-12-2016","UWD","001PIMDK","INS_1684","BIT_0465","HG","C","HHIF",""," ","12/2016","32","","32"
"23-12-2016","UWD","001PIMFX","INS_1680","BIT_0465","HG","C","HHIF",""," ","12/2016","51","","51"
"23-12-2016","UWD","001PIMQ6","INS_1683","BIT_0465","HG","C","HHIF",""," ","12/2016","163","","163"
"23-12-2016","UWD","001PMLSS","INS_1692","BIT_0465","HG","C","HHIF",""," ","03/2017","","38","-38"
"23-12-2016","UWD","001U0105","INS_0597","BIT_1454","HG","C","HHIF",""," ","01/2017","25","","25"
"23-12-2016","UWD","001U0264","INS_1687","BIT_0758","HG","C","HHIF",""," ","01/2017","147","","147"
"23-12-2016","UWD","001U1060","INS_1689","BIT_0758","HG","C","HHIF",""," ","01/2017","76","","76"
"23-12-2016","UWD","001U2302","INS_1688","BIT_0758","HG","C","HHIF",""," ","01/2017","38","","38"
"23-12-2016","UWD","001U3100","INS_1931","BIT_0295","HG","C","HHIF",""," ","01/2017","17","","17"
"23-12-2016","UWD","001U7100","INS_1719","BIT_0758","HG","C","HHIF",""," ","01/2017","10","","10"
"23-12-2016","UWD","310810","HED_1074","BIT_1041","HG","C","HHIF",""," ","12/2016","13","","13"
"23-12-2016","UWD","311863","HED_1233","BIT_0213","HG","C","HHIF",""," ","01/2017","40","","40"
"23-12-2016","UWD","319580","HED_1074","BIT_1202","HG","C","HHIF",""," ","12/2016","","52","-52"
"23-12-2016","UWD","320773","HED_1732","BIT_0278","HG","C","HHIF",""," ","12/2016","","103","-103"
"23-12-2016","UWD","389212","INS_1572","BIT_0465","HG","C","HHIF",""," ","03/2017","","35","-35"
"23-12-2016","UWD","389213","INS_1695","BIT_0465","HG","C","HHIF",""," ","03/2017","","59","-59"
"23-12-2016","UWD","389214","INS_1573","BIT_0465","HG","C","HHIF",""," ","03/2017","","12","-12"
"23-12-2016","UWD","003MWONS","HED_1737","BIT_0341","HG","C","HHIF",""," ","01/2017","","27","-27"
"23-12-2016","UWD","0057PTMD","HED_1397","BIT_1381","HG","C","HHIF",""," ","01/2017","","10","-10"
"23-12-2016","UWD","005BBIFM","INS_1588","BIT_1120","HG","C","HHIF",""," ","01/2017","101","","101"
"23-12-2016","UWD","005BDIFM","INS_1748","BIT_1120","HG","C","HHIF",""," ","01/2017","35","","35"
"23-12-2016","UWD","005BTACT","INS_1749","BIT_1120","HG","C","HHIF",""," ","01/2017","30","","30"
"23-12-2016","UWD","005BTBFC","INS_1750","BIT_1120","HG","C","HHIF",""," ","01/2017","17","","17"
"23-12-2016","UWD","005BTBFG","INS_1752","BIT_1120","HG","C","HHIF",""," ","01/2017","21","","21"
"23-12-2016","UWD","730160","INS_1647","","HG","C","HHIF",""," ","01/2017","240","","240"
"23-12-2016","UWD","731500","OMN_0376","BIT_1051","HG","C","HHIF",""," ","12/2016","4","","4"
"23-12-2016","UWD","731821","INV_0049","","HG","C","HHIF",""," ","01/2017","23","","23"
"23-12-2016","UWD","731821","INV_0049","","HG","C","HHIF",""," ","03/2017","10","","10"
"23-12-2016","UWD","854252","GPR_0024","","HG","C","HHIF",""," ","12/2016","","349","-349"
"23-12-2016","UWD","854252","GPR_0024","","HG","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","UWD","008GICCX","INS_0020","BIT_0061","HG","C","HHIF",""," ","01/2017","","1246","-1246"
"23-12-2016","UWD","008GICHX","INS_0020","BIT_0061","HG","C","HHIF",""," ","01/2017","","377","-377"
"23-12-2016","UWD","008H673A","INS_1913","BIT_0956","HG","C","HHIF",""," ","12/2016","","150","-150"
"23-12-2016","UWD","008H7785","GPR_0072","","HG","C","HHIF",""," ","12/2016","","75","-75"
"23-12-2016","UWD","008T885U","INS_1648","","HG","C","HHIF",""," ","12/2016","36","","36"
"23-12-2016","UWD","981205","INS_1643","BIT_0536","HG","C","HHIF",""," ","01/2017","","29","-29"
"23-12-2016","UWD","009BI001","HED_0111","BIT_0452","HG","C","HHIF",""," ","12/2016","14","","14"
"23-12-2016","UWD","009BI001","HED_0111","BIT_0452","HG","C","HHIF",""," ","01/2017","276","","276"
"23-12-2016","UWD","009CANAA","HED_1444","BIT_0895","HG","C","HHIF",""," ","01/2017","27","","27"
"23-12-2016","UWD","009CDIVA","INS_1661","BIT_0536","HG","C","HHIF",""," ","01/2017","","48","-48"
"23-12-2016","UWD","009DBXLS","HED_1409","BIT_0341","HG","C","HHIF",""," ","01/2017","","59","-59"
"23-12-2016","UWD","009HIAST","HED_0035","","HG","C","HHIF",""," ","12/2016","1","","1"
"23-12-2016","UWD","009HIAST","HED_0035","","HG","C","HHIF",""," ","01/2017","26","","26"
"23-12-2016","UWD","009INDLO","HED_1846","BIT_0341","HG","C","HHIF",""," ","01/2017","","18","-18"
"23-12-2016","UWD","009JAB01","HED_0240","BIT_1225","HG","C","HHIF",""," ","12/2016","","150","-150"
"23-12-2016","UWD","009JABAL","HED_0368","BIT_1225","HG","C","HHIF",""," ","12/2016","","131","-131"
"23-12-2016","UWD","009JABGB","HED_1241","BIT_1225","HG","C","HHIF",""," ","12/2016","","19","-19"
"23-12-2016","UWD","009LMRMC","HED_1036","BIT_1041","HG","C","HHIF",""," ","12/2016","27","","27"
"23-12-2016","UWD","009MW501","HED_1245","BIT_0341","HG","C","HHIF",""," ","01/2017","","44","-44"
"23-12-2016","UWD","009MWGLO","HED_1512","BIT_0341","HG","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","UWD","009MWIEF","HED_0434","BIT_0341","HG","C","HHIF",""," ","01/2017","","1309","-1309"
"23-12-2016","UWD","009MWIET","HED_1243","BIT_0341","HG","C","HHIF",""," ","01/2017","","158","-158"
"23-12-2016","UWD","009MWIMN","HED_1244","BIT_0341","HG","C","HHIF",""," ","01/2017","","116","-116"
"23-12-2016","UWD","009MWLAF","HED_1333","BIT_0341","HG","C","HHIF",""," ","01/2017","","213","-213"
"23-12-2016","UWD","009MWLAL","HED_1713","BIT_0341","HG","C","HHIF",""," ","01/2017","","41","-41"
"23-12-2016","UWD","009MWLYX","HED_1242","BIT_0341","HG","C","HHIF",""," ","01/2017","","25","-25"
"23-12-2016","UWD","009MWUDE","HED_1237","BIT_0341","HG","C","HHIF",""," ","01/2017","11","","11"
"23-12-2016","UWD","009OCASI","HED_1251","BIT_1231","HG","C","HHIF",""," ","01/2017","117","","117"
"23-12-2016","UWD","009OPTSA","HED_0373","BIT_0225","HG","C","HHIF",""," ","01/2017","","401","-401"
"23-12-2016","UWD","009PHNIX","INS_1661","BIT_0536","HG","C","HHIF",""," ","01/2017","","13","-13"
"23-12-2016","UWD","009Q1220","HED_0540","BIT_0938","HG","C","HHIF",""," ","01/2017","","756","-756"
