"Trade Date","Product Code","Strike","Option Type","Contract Month","Market OI by Series"
"23-12-2016","MCHO","7800","P","03/2017","1"
"23-12-2016","MCHO","8000","P","03/2017","7"
"23-12-2016","MCHO","8200","P","03/2017","1"
"23-12-2016","MCHO","8400","C","03/2017","2"
"23-12-2016","MCHO","8400","P","03/2017","6"
"23-12-2016","MCHO","8600","C","03/2017","2"
"23-12-2016","MCHO","8600","P","03/2017","12"
"23-12-2016","MCHO","8800","C","03/2017","2"
"23-12-2016","MCHO","8800","P","03/2017","168"
"23-12-2016","MCHO","9000","C","03/2017","2"
"23-12-2016","MCHO","9000","P","03/2017","9"
"23-12-2016","MCHO","9200","C","03/2017","1"
"23-12-2016","MCHO","9200","P","03/2017","2"
"23-12-2016","MCHO","9400","C","03/2017","3"
"23-12-2016","MCHO","9400","P","03/2017","51"
"23-12-2016","MCHO","9600","C","03/2017","8"
"23-12-2016","MCHO","9600","P","03/2017","9"
"23-12-2016","MCHO","9800","C","03/2017","2"
"23-12-2016","MCHO","9800","P","03/2017","3"
"23-12-2016","MCHO","10000","C","03/2017","60"
"23-12-2016","MCHO","10000","P","03/2017","14"
"23-12-2016","MCHO","10200","C","03/2017","4"
"23-12-2016","MCHO","10200","P","03/2017","2"
"23-12-2016","MCHO","10400","C","03/2017","43"
"23-12-2016","MCHO","10400","P","03/2017","3"
"23-12-2016","MCHO","10600","C","03/2017","4"
"23-12-2016","MCHO","10600","P","03/2017","2"
"23-12-2016","MCHO","10800","C","03/2017","11"
"23-12-2016","MCHO","10800","P","03/2017","2"
"23-12-2016","MCHO","11000","C","03/2017","6"
"23-12-2016","MCHO","11200","C","03/2017","1"
"23-12-2016","MCHO","7500","P","06/2017","4"
"23-12-2016","MCHO","7600","P","06/2017","7"
"23-12-2016","MCHO","7700","P","06/2017","1"
"23-12-2016","MCHO","8000","P","06/2017","1"
"23-12-2016","MCHO","8400","P","06/2017","2"
"23-12-2016","MCHO","8600","P","06/2017","3"
"23-12-2016","MCHO","8800","C","06/2017","5"
"23-12-2016","MCHO","8800","P","06/2017","7"
"23-12-2016","MCHO","9000","C","06/2017","3"
"23-12-2016","MCHO","9000","P","06/2017","3"
"23-12-2016","MCHO","9200","C","06/2017","2"
"23-12-2016","MCHO","9200","P","06/2017","2"
"23-12-2016","MCHO","9400","C","06/2017","1"
"23-12-2016","MCHO","9400","P","06/2017","1"
"23-12-2016","MCHO","9600","C","06/2017","1"
"23-12-2016","MCHO","9600","P","06/2017","1"
"23-12-2016","MCHO","9800","C","06/2017","1"
"23-12-2016","MCHO","10000","C","06/2017","2"
"23-12-2016","MCHO","10000","P","06/2017","1"
"23-12-2016","MCHO","10200","C","06/2017","2"
"23-12-2016","MCHO","10400","C","06/2017","1"
"23-12-2016","MCHO","10400","P","06/2017","1"
"23-12-2016","MCHO","10600","C","06/2017","1"
"23-12-2016","MCHO","10600","P","06/2017","1"
"23-12-2016","MCHO","11000","C","06/2017","2"
"23-12-2016","MCHO","11600","C","06/2017","3"
"23-12-2016","MHIF","","","12/2016","8104"
"23-12-2016","MHIF","","","01/2017","2715"
"23-12-2016","MHIF","","","03/2017","951"
"23-12-2016","MHIF","","","06/2017","526"
"23-12-2016","MHIO","11000","P","12/2016","10"
"23-12-2016","MHIO","11800","P","12/2016","20"
"23-12-2016","MHIO","12000","P","12/2016","5"
"23-12-2016","MHIO","12200","P","12/2016","20"
"23-12-2016","MHIO","12400","P","12/2016","17"
"23-12-2016","MHIO","12600","P","12/2016","10"
"23-12-2016","MHIO","12800","P","12/2016","10"
"23-12-2016","MHIO","13000","P","12/2016","16"
"23-12-2016","MHIO","13200","P","12/2016","11"
"23-12-2016","MHIO","13400","P","12/2016","20"
"23-12-2016","MHIO","13600","P","12/2016","15"
"23-12-2016","MHIO","13800","P","12/2016","25"
"23-12-2016","MHIO","14000","P","12/2016","25"
"23-12-2016","MHIO","14600","P","12/2016","2"
"23-12-2016","MHIO","15000","P","12/2016","15"
"23-12-2016","MHIO","15200","P","12/2016","2"
"23-12-2016","MHIO","15600","P","12/2016","2"
"23-12-2016","MHIO","15800","P","12/2016","1"
"23-12-2016","MHIO","16000","C","12/2016","2"
"23-12-2016","MHIO","16000","P","12/2016","72"
"23-12-2016","MHIO","16200","C","12/2016","3"
"23-12-2016","MHIO","16200","P","12/2016","10"
"23-12-2016","MHIO","16600","C","12/2016","1"
"23-12-2016","MHIO","16800","C","12/2016","2"
"23-12-2016","MHIO","16800","P","12/2016","3"
"23-12-2016","MHIO","17000","C","12/2016","5"
"23-12-2016","MHIO","17000","P","12/2016","5"
"23-12-2016","MHIO","17200","P","12/2016","8"
"23-12-2016","MHIO","17400","C","12/2016","1"
"23-12-2016","MHIO","17800","C","12/2016","4"
"23-12-2016","MHIO","17800","P","12/2016","5"
"23-12-2016","MHIO","18000","C","12/2016","4"
"23-12-2016","MHIO","18000","P","12/2016","29"
"23-12-2016","MHIO","18200","C","12/2016","5"
"23-12-2016","MHIO","18200","P","12/2016","8"
"23-12-2016","MHIO","18400","C","12/2016","2"
"23-12-2016","MHIO","18400","P","12/2016","49"
"23-12-2016","MHIO","18600","C","12/2016","2"
"23-12-2016","MHIO","18600","P","12/2016","6"
"23-12-2016","MHIO","18800","P","12/2016","81"
"23-12-2016","MHIO","19000","C","12/2016","1"
"23-12-2016","MHIO","19000","P","12/2016","52"
"23-12-2016","MHIO","19200","C","12/2016","2"
"23-12-2016","MHIO","19200","P","12/2016","11"
"23-12-2016","MHIO","19400","C","12/2016","2"
"23-12-2016","MHIO","19400","P","12/2016","7"
"23-12-2016","MHIO","19600","C","12/2016","2"
"23-12-2016","MHIO","19600","P","12/2016","24"
"23-12-2016","MHIO","19800","C","12/2016","3"
"23-12-2016","MHIO","19800","P","12/2016","22"
"23-12-2016","MHIO","20000","C","12/2016","10"
"23-12-2016","MHIO","20000","P","12/2016","88"
"23-12-2016","MHIO","20200","C","12/2016","7"
"23-12-2016","MHIO","20200","P","12/2016","61"
"23-12-2016","MHIO","20400","C","12/2016","2"
"23-12-2016","MHIO","20400","P","12/2016","204"
"23-12-2016","MHIO","20600","C","12/2016","3"
"23-12-2016","MHIO","20600","P","12/2016","178"
"23-12-2016","MHIO","20800","C","12/2016","10"
"23-12-2016","MHIO","20800","P","12/2016","272"
"23-12-2016","MHIO","21000","C","12/2016","17"
"23-12-2016","MHIO","21000","P","12/2016","259"
"23-12-2016","MHIO","21200","C","12/2016","13"
"23-12-2016","MHIO","21200","P","12/2016","1028"
"23-12-2016","MHIO","21400","C","12/2016","114"
"23-12-2016","MHIO","21400","P","12/2016","556"
"23-12-2016","MHIO","21600","C","12/2016","331"
"23-12-2016","MHIO","21600","P","12/2016","665"
"23-12-2016","MHIO","21800","C","12/2016","457"
"23-12-2016","MHIO","21800","P","12/2016","519"
"23-12-2016","MHIO","22000","C","12/2016","795"
"23-12-2016","MHIO","22000","P","12/2016","822"
"23-12-2016","MHIO","22200","C","12/2016","445"
"23-12-2016","MHIO","22200","P","12/2016","1185"
"23-12-2016","MHIO","22400","C","12/2016","932"
"23-12-2016","MHIO","22400","P","12/2016","1009"
"23-12-2016","MHIO","22600","C","12/2016","563"
"23-12-2016","MHIO","22600","P","12/2016","567"
"23-12-2016","MHIO","22800","C","12/2016","440"
"23-12-2016","MHIO","22800","P","12/2016","195"
"23-12-2016","MHIO","23000","C","12/2016","834"
"23-12-2016","MHIO","23000","P","12/2016","390"
"23-12-2016","MHIO","23200","C","12/2016","786"
"23-12-2016","MHIO","23200","P","12/2016","106"
"23-12-2016","MHIO","23400","C","12/2016","442"
"23-12-2016","MHIO","23400","P","12/2016","39"
"23-12-2016","MHIO","23600","C","12/2016","830"
"23-12-2016","MHIO","23600","P","12/2016","98"
"23-12-2016","MHIO","23800","C","12/2016","340"
"23-12-2016","MHIO","23800","P","12/2016","65"
"23-12-2016","MHIO","24000","C","12/2016","373"
"23-12-2016","MHIO","24000","P","12/2016","20"
"23-12-2016","MHIO","24200","C","12/2016","227"
"23-12-2016","MHIO","24200","P","12/2016","8"
"23-12-2016","MHIO","24400","C","12/2016","112"
"23-12-2016","MHIO","24400","P","12/2016","4"
"23-12-2016","MHIO","24600","C","12/2016","47"
"23-12-2016","MHIO","24600","P","12/2016","3"
"23-12-2016","MHIO","24800","C","12/2016","60"
"23-12-2016","MHIO","24800","P","12/2016","2"
"23-12-2016","MHIO","25000","C","12/2016","79"
"23-12-2016","MHIO","25000","P","12/2016","3"
"23-12-2016","MHIO","25200","C","12/2016","47"
"23-12-2016","MHIO","25200","P","12/2016","3"
"23-12-2016","MHIO","25400","C","12/2016","28"
"23-12-2016","MHIO","25400","P","12/2016","1"
"23-12-2016","MHIO","25600","C","12/2016","52"
"23-12-2016","MHIO","25600","P","12/2016","1"
"23-12-2016","MHIO","25800","C","12/2016","25"
"23-12-2016","MHIO","25800","P","12/2016","3"
"23-12-2016","MHIO","26000","C","12/2016","60"
"23-12-2016","MHIO","26000","P","12/2016","3"
"23-12-2016","MHIO","26200","C","12/2016","7"
"23-12-2016","MHIO","26200","P","12/2016","1"
"23-12-2016","MHIO","26400","C","12/2016","10"
"23-12-2016","MHIO","26400","P","12/2016","1"
"23-12-2016","MHIO","26600","C","12/2016","6"
"23-12-2016","MHIO","26600","P","12/2016","3"
"23-12-2016","MHIO","26800","C","12/2016","9"
"23-12-2016","MHIO","26800","P","12/2016","1"
"23-12-2016","MHIO","27000","C","12/2016","29"
"23-12-2016","MHIO","27200","C","12/2016","10"
"23-12-2016","MHIO","27400","C","12/2016","1"
"23-12-2016","MHIO","28800","C","12/2016","10"
"23-12-2016","MHIO","29000","C","12/2016","1"
"23-12-2016","MHIO","14400","C","01/2017","20"
"23-12-2016","MHIO","17200","P","01/2017","1"
"23-12-2016","MHIO","18000","P","01/2017","1"
"23-12-2016","MHIO","18200","P","01/2017","1"
"23-12-2016","MHIO","18400","P","01/2017","2"
"23-12-2016","MHIO","18600","P","01/2017","1"
"23-12-2016","MHIO","18800","P","01/2017","2"
"23-12-2016","MHIO","19000","P","01/2017","25"
"23-12-2016","MHIO","19200","P","01/2017","9"
"23-12-2016","MHIO","19400","P","01/2017","13"
"23-12-2016","MHIO","19600","P","01/2017","21"
"23-12-2016","MHIO","19800","C","01/2017","1"
"23-12-2016","MHIO","19800","P","01/2017","28"
"23-12-2016","MHIO","20000","P","01/2017","59"
"23-12-2016","MHIO","20200","C","01/2017","1"
"23-12-2016","MHIO","20200","P","01/2017","43"
"23-12-2016","MHIO","20400","C","01/2017","2"
"23-12-2016","MHIO","20400","P","01/2017","117"
"23-12-2016","MHIO","20600","C","01/2017","1"
"23-12-2016","MHIO","20600","P","01/2017","86"
"23-12-2016","MHIO","20800","C","01/2017","1"
"23-12-2016","MHIO","20800","P","01/2017","85"
"23-12-2016","MHIO","21000","C","01/2017","4"
"23-12-2016","MHIO","21000","P","01/2017","238"
"23-12-2016","MHIO","21200","C","01/2017","13"
"23-12-2016","MHIO","21200","P","01/2017","522"
"23-12-2016","MHIO","21400","C","01/2017","77"
"23-12-2016","MHIO","21400","P","01/2017","250"
"23-12-2016","MHIO","21600","C","01/2017","309"
"23-12-2016","MHIO","21600","P","01/2017","327"
"23-12-2016","MHIO","21800","C","01/2017","328"
"23-12-2016","MHIO","21800","P","01/2017","97"
"23-12-2016","MHIO","22000","C","01/2017","326"
"23-12-2016","MHIO","22000","P","01/2017","120"
"23-12-2016","MHIO","22200","C","01/2017","235"
"23-12-2016","MHIO","22200","P","01/2017","145"
"23-12-2016","MHIO","22400","C","01/2017","167"
"23-12-2016","MHIO","22400","P","01/2017","99"
"23-12-2016","MHIO","22600","C","01/2017","229"
"23-12-2016","MHIO","22600","P","01/2017","64"
"23-12-2016","MHIO","22800","C","01/2017","240"
"23-12-2016","MHIO","22800","P","01/2017","90"
"23-12-2016","MHIO","23000","C","01/2017","104"
"23-12-2016","MHIO","23000","P","01/2017","46"
"23-12-2016","MHIO","23200","C","01/2017","121"
"23-12-2016","MHIO","23200","P","01/2017","39"
"23-12-2016","MHIO","23400","C","01/2017","1080"
"23-12-2016","MHIO","23400","P","01/2017","11"
"23-12-2016","MHIO","23600","C","01/2017","877"
"23-12-2016","MHIO","23600","P","01/2017","1"
"23-12-2016","MHIO","23800","C","01/2017","315"
"23-12-2016","MHIO","23800","P","01/2017","1"
"23-12-2016","MHIO","24000","C","01/2017","44"
"23-12-2016","MHIO","24000","P","01/2017","1"
"23-12-2016","MHIO","24200","C","01/2017","60"
"23-12-2016","MHIO","24400","C","01/2017","155"
"23-12-2016","MHIO","24600","C","01/2017","12"
"23-12-2016","MHIO","24600","P","01/2017","1"
"23-12-2016","MHIO","24800","C","01/2017","10"
"23-12-2016","MHIO","25000","C","01/2017","12"
"23-12-2016","MHIO","25000","P","01/2017","1"
"23-12-2016","MHIO","25200","C","01/2017","12"
"23-12-2016","MHIO","25400","C","01/2017","3"
"23-12-2016","MHIO","26000","C","01/2017","1"
"23-12-2016","MHIO","27000","C","01/2017","15"
"23-12-2016","MHIO","14000","P","03/2017","1"
"23-12-2016","MHIO","14800","P","03/2017","10"
"23-12-2016","MHIO","15000","P","03/2017","20"
"23-12-2016","MHIO","15200","P","03/2017","5"
"23-12-2016","MHIO","15400","P","03/2017","5"
"23-12-2016","MHIO","15600","P","03/2017","5"
"23-12-2016","MHIO","15800","P","03/2017","5"
"23-12-2016","MHIO","16000","C","03/2017","1"
"23-12-2016","MHIO","16000","P","03/2017","11"
"23-12-2016","MHIO","16200","C","03/2017","7"
"23-12-2016","MHIO","16200","P","03/2017","5"
"23-12-2016","MHIO","16400","C","03/2017","2"
"23-12-2016","MHIO","16600","C","03/2017","5"
"23-12-2016","MHIO","16600","P","03/2017","5"
"23-12-2016","MHIO","16800","C","03/2017","8"
"23-12-2016","MHIO","16800","P","03/2017","2"
"23-12-2016","MHIO","17000","C","03/2017","3"
"23-12-2016","MHIO","17000","P","03/2017","11"
"23-12-2016","MHIO","17200","C","03/2017","2"
"23-12-2016","MHIO","17200","P","03/2017","21"
"23-12-2016","MHIO","17400","P","03/2017","13"
"23-12-2016","MHIO","17600","C","03/2017","3"
"23-12-2016","MHIO","17600","P","03/2017","16"
"23-12-2016","MHIO","17800","C","03/2017","1"
"23-12-2016","MHIO","17800","P","03/2017","30"
"23-12-2016","MHIO","18000","C","03/2017","2"
"23-12-2016","MHIO","18000","P","03/2017","42"
"23-12-2016","MHIO","18200","P","03/2017","10"
"23-12-2016","MHIO","18400","P","03/2017","5"
"23-12-2016","MHIO","18600","C","03/2017","4"
"23-12-2016","MHIO","18600","P","03/2017","8"
"23-12-2016","MHIO","18800","C","03/2017","2"
"23-12-2016","MHIO","18800","P","03/2017","5"
"23-12-2016","MHIO","19000","C","03/2017","1"
"23-12-2016","MHIO","19000","P","03/2017","14"
"23-12-2016","MHIO","19200","P","03/2017","19"
"23-12-2016","MHIO","19400","P","03/2017","8"
"23-12-2016","MHIO","19600","C","03/2017","1"
"23-12-2016","MHIO","19600","P","03/2017","5"
"23-12-2016","MHIO","19800","C","03/2017","4"
"23-12-2016","MHIO","19800","P","03/2017","13"
"23-12-2016","MHIO","20000","C","03/2017","4"
"23-12-2016","MHIO","20000","P","03/2017","47"
"23-12-2016","MHIO","20200","C","03/2017","1"
"23-12-2016","MHIO","20200","P","03/2017","14"
"23-12-2016","MHIO","20400","C","03/2017","1"
"23-12-2016","MHIO","20400","P","03/2017","13"
"23-12-2016","MHIO","20600","C","03/2017","2"
"23-12-2016","MHIO","20600","P","03/2017","13"
"23-12-2016","MHIO","20800","P","03/2017","37"
"23-12-2016","MHIO","21000","C","03/2017","8"
"23-12-2016","MHIO","21000","P","03/2017","26"
"23-12-2016","MHIO","21200","C","03/2017","2"
"23-12-2016","MHIO","21200","P","03/2017","18"
"23-12-2016","MHIO","21400","C","03/2017","10"
"23-12-2016","MHIO","21400","P","03/2017","8"
"23-12-2016","MHIO","21600","C","03/2017","11"
"23-12-2016","MHIO","21600","P","03/2017","44"
"23-12-2016","MHIO","21800","C","03/2017","15"
"23-12-2016","MHIO","21800","P","03/2017","16"
"23-12-2016","MHIO","22000","C","03/2017","13"
"23-12-2016","MHIO","22000","P","03/2017","32"
"23-12-2016","MHIO","22200","C","03/2017","12"
"23-12-2016","MHIO","22200","P","03/2017","19"
"23-12-2016","MHIO","22400","C","03/2017","10"
"23-12-2016","MHIO","22400","P","03/2017","14"
"23-12-2016","MHIO","22600","C","03/2017","16"
"23-12-2016","MHIO","22600","P","03/2017","10"
"23-12-2016","MHIO","22800","C","03/2017","11"
"23-12-2016","MHIO","22800","P","03/2017","11"
"23-12-2016","MHIO","23000","C","03/2017","20"
"23-12-2016","MHIO","23000","P","03/2017","10"
"23-12-2016","MHIO","23200","C","03/2017","19"
"23-12-2016","MHIO","23200","P","03/2017","124"
"23-12-2016","MHIO","23400","C","03/2017","14"
"23-12-2016","MHIO","23400","P","03/2017","16"
"23-12-2016","MHIO","23600","C","03/2017","22"
"23-12-2016","MHIO","23600","P","03/2017","12"
"23-12-2016","MHIO","23800","C","03/2017","40"
"23-12-2016","MHIO","23800","P","03/2017","9"
"23-12-2016","MHIO","24000","C","03/2017","35"
"23-12-2016","MHIO","24000","P","03/2017","8"
"23-12-2016","MHIO","24200","C","03/2017","25"
"23-12-2016","MHIO","24400","C","03/2017","11"
"23-12-2016","MHIO","24600","C","03/2017","20"
"23-12-2016","MHIO","24600","P","03/2017","1"
"23-12-2016","MHIO","24800","C","03/2017","12"
"23-12-2016","MHIO","24800","P","03/2017","1"
"23-12-2016","MHIO","25000","C","03/2017","18"
"23-12-2016","MHIO","25000","P","03/2017","4"
"23-12-2016","MHIO","25200","C","03/2017","22"
"23-12-2016","MHIO","25200","P","03/2017","2"
"23-12-2016","MHIO","25400","C","03/2017","6"
"23-12-2016","MHIO","25400","P","03/2017","1"
"23-12-2016","MHIO","25600","C","03/2017","3"
"23-12-2016","MHIO","25600","P","03/2017","2"
"23-12-2016","MHIO","25800","C","03/2017","1"
"23-12-2016","MHIO","25800","P","03/2017","1"
"23-12-2016","MHIO","26000","C","03/2017","15"
"23-12-2016","MHIO","26000","P","03/2017","8"
"23-12-2016","MHIO","26200","C","03/2017","1"
"23-12-2016","MHIO","26200","P","03/2017","2"
"23-12-2016","MHIO","26400","P","03/2017","10"
"23-12-2016","MHIO","26600","P","03/2017","6"
"23-12-2016","MHIO","26800","C","03/2017","2"
"23-12-2016","MHIO","26800","P","03/2017","3"
"23-12-2016","MHIO","27000","C","03/2017","4"
"23-12-2016","MHIO","27000","P","03/2017","13"
"23-12-2016","MHIO","27200","C","03/2017","1"
"23-12-2016","MHIO","28000","C","03/2017","2"
"23-12-2016","MHIO","29000","C","03/2017","2"
"23-12-2016","MHIO","13200","P","06/2017","12"
"23-12-2016","MHIO","14200","P","06/2017","1"
"23-12-2016","MHIO","14800","P","06/2017","5"
"23-12-2016","MHIO","15000","P","06/2017","5"
"23-12-2016","MHIO","15800","P","06/2017","7"
"23-12-2016","MHIO","16000","P","06/2017","25"
"23-12-2016","MHIO","16400","C","06/2017","1"
"23-12-2016","MHIO","16400","P","06/2017","5"
"23-12-2016","MHIO","16600","P","06/2017","7"
"23-12-2016","MHIO","16800","P","06/2017","31"
"23-12-2016","MHIO","17000","P","06/2017","24"
"23-12-2016","MHIO","17200","P","06/2017","10"
"23-12-2016","MHIO","17600","P","06/2017","2"
"23-12-2016","MHIO","17800","P","06/2017","4"
"23-12-2016","MHIO","18000","P","06/2017","1"
"23-12-2016","MHIO","18400","P","06/2017","2"
"23-12-2016","MHIO","18600","P","06/2017","14"
"23-12-2016","MHIO","18800","P","06/2017","2"
"23-12-2016","MHIO","19000","P","06/2017","14"
"23-12-2016","MHIO","19200","P","06/2017","2"
"23-12-2016","MHIO","19400","P","06/2017","10"
"23-12-2016","MHIO","19600","P","06/2017","1"
"23-12-2016","MHIO","19800","P","06/2017","6"
"23-12-2016","MHIO","20000","C","06/2017","4"
"23-12-2016","MHIO","20000","P","06/2017","14"
"23-12-2016","MHIO","20200","P","06/2017","7"
"23-12-2016","MHIO","20400","C","06/2017","2"
"23-12-2016","MHIO","20600","C","06/2017","2"
"23-12-2016","MHIO","20600","P","06/2017","4"
"23-12-2016","MHIO","20800","C","06/2017","2"
"23-12-2016","MHIO","20800","P","06/2017","4"
"23-12-2016","MHIO","21000","C","06/2017","6"
"23-12-2016","MHIO","21000","P","06/2017","10"
"23-12-2016","MHIO","21200","C","06/2017","7"
"23-12-2016","MHIO","21200","P","06/2017","5"
"23-12-2016","MHIO","21400","C","06/2017","8"
"23-12-2016","MHIO","21400","P","06/2017","8"
"23-12-2016","MHIO","21600","C","06/2017","4"
"23-12-2016","MHIO","21600","P","06/2017","10"
"23-12-2016","MHIO","21800","C","06/2017","12"
"23-12-2016","MHIO","21800","P","06/2017","8"
"23-12-2016","MHIO","22000","C","06/2017","12"
"23-12-2016","MHIO","22000","P","06/2017","4"
"23-12-2016","MHIO","22200","C","06/2017","10"
"23-12-2016","MHIO","22200","P","06/2017","6"
"23-12-2016","MHIO","22400","C","06/2017","16"
"23-12-2016","MHIO","22400","P","06/2017","4"
"23-12-2016","MHIO","22600","C","06/2017","6"
"23-12-2016","MHIO","22600","P","06/2017","1"
"23-12-2016","MHIO","22800","C","06/2017","10"
"23-12-2016","MHIO","22800","P","06/2017","4"
"23-12-2016","MHIO","23000","C","06/2017","16"
"23-12-2016","MHIO","23000","P","06/2017","2"
"23-12-2016","MHIO","23200","C","06/2017","17"
"23-12-2016","MHIO","23200","P","06/2017","1"
"23-12-2016","MHIO","23400","C","06/2017","11"
"23-12-2016","MHIO","23400","P","06/2017","1"
"23-12-2016","MHIO","23600","C","06/2017","7"
"23-12-2016","MHIO","23600","P","06/2017","1"
"23-12-2016","MHIO","23800","C","06/2017","3"
"23-12-2016","MHIO","24000","C","06/2017","18"
"23-12-2016","MHIO","24200","C","06/2017","1"
"23-12-2016","MHIO","24600","C","06/2017","3"
"23-12-2016","MHIO","24800","C","06/2017","1"
"23-12-2016","MHIO","25000","C","06/2017","17"
"23-12-2016","MHIO","25000","P","06/2017","1"
"23-12-2016","MHIO","25200","C","06/2017","2"
"23-12-2016","MHIO","25400","C","06/2017","13"
"23-12-2016","MHIO","25600","C","06/2017","2"
"23-12-2016","MHIO","25800","C","06/2017","7"
"23-12-2016","MHIO","26000","C","06/2017","4"
"23-12-2016","MHIO","26200","C","06/2017","5"
"23-12-2016","MHIO","26400","C","06/2017","1"
"23-12-2016","MHIO","26600","C","06/2017","2"
"23-12-2016","MHIO","26800","C","06/2017","5"
"23-12-2016","MHIO","26800","P","06/2017","1"
"23-12-2016","MHIO","27000","C","06/2017","4"
"23-12-2016","MHIO","27000","P","06/2017","1"
"23-12-2016","MHIO","27400","C","06/2017","1"
"23-12-2016","MHIO","28000","C","06/2017","2"
"23-12-2016","MHIO","28800","C","06/2017","2"
"23-12-2016","MHIO","29200","C","06/2017","1"
"23-12-2016","MHIO","34000","C","06/2017","1"
"23-12-2016","MOI","","","12/2016","5"
"23-12-2016","MPI","","","12/2016","5"
"23-12-2016","MSB","","","03/2017","4"
"23-12-2016","MTR","","","12/2016","27"
"23-12-2016","MTR","","","01/2017","1"
"23-12-2016","MTR","","","02/2017","2"
"23-12-2016","MTR","","","03/2017","5"
"23-12-2016","MTR","","","06/2017","4"
"23-12-2016","NWD","","","12/2016","3"
"23-12-2016","NWD","","","01/2017","1"
"23-12-2016","NWD","","","02/2017","18"
"23-12-2016","PAI","","","12/2016","59"
"23-12-2016","PAI","","","01/2017","72"
"23-12-2016","PAI","","","02/2017","5"
"23-12-2016","PAI","","","03/2017","12"
"23-12-2016","PAI","","","06/2017","420"
"23-12-2016","PEC","","","12/2016","51"
"23-12-2016","PEC","","","01/2017","37"
"23-12-2016","PEC","","","02/2017","10"
"23-12-2016","PEC","","","03/2017","16"
"23-12-2016","PEC","","","06/2017","20"
"23-12-2016","PIC","","","12/2016","29"
"23-12-2016","PIC","","","01/2017","8"
"23-12-2016","PIC","","","02/2017","14"
"23-12-2016","PIC","","","03/2017","31"
"23-12-2016","SHK","","","12/2016","10"
"23-12-2016","SHK","","","01/2017","9"
"23-12-2016","SHK","","","03/2017","3"
"23-12-2016","SWA","","","12/2016","16"
"23-12-2016","SWA","","","03/2017","2"
"23-12-2016","TCH","","","12/2016","24"
"23-12-2016","TCH","","","01/2017","26"
"23-12-2016","TCH","","","02/2017","5"
"23-12-2016","TCH","","","03/2017","8"
"23-12-2016","TCH","","","06/2017","3"
"23-12-2016","UCN","","","01/2017","37"
"23-12-2016","UCN","","","02/2017","3"
"23-12-2016","UCN","","","03/2017","177"
"23-12-2016","UCN","","","06/2017","303"
"23-12-2016","UCN","","","09/2017","341"
"23-12-2016","UCN","","","12/2017","451"
"23-12-2016","UCN","","","03/2018","194"
"23-12-2016","WHL","","","12/2016","38"
"23-12-2016","WHL","","","01/2017","44"
"23-12-2016","WHL","","","02/2017","4"
"23-12-2016","WHL","","","03/2017","2"
"23-12-2016","XHHO","5500","P","12/2016","750"
"23-12-2016","XHHO","7000","P","12/2016","165"
"23-12-2016","XHHO","8600","P","12/2016","637"
"23-12-2016","XHHO","8900","P","12/2016","100"
"23-12-2016","XHHO","9000","P","12/2016","1130"
"23-12-2016","XHHO","9100","P","12/2016","430"
"23-12-2016","XHHO","10200","P","12/2016","100"
"23-12-2016","XHHO","10600","C","12/2016","637"
"23-12-2016","XHHO","11000","C","12/2016","1400"
"23-12-2016","XHHO","11000","P","12/2016","900"
"23-12-2016","XHHO","11800","C","12/2016","300"
"23-12-2016","XHHO","11800","P","12/2016","300"
"23-12-2016","XHHO","14000","C","12/2016","300"
"23-12-2016","XHHO","14000","P","12/2016","200"
"23-12-2016","XHHO","10200","C","06/2017","264"
"23-12-2016","XHHO","6400","P","12/2017","75"
"23-12-2016","XHHO","7000","P","12/2017","525"
"23-12-2016","XHHO","8600","C","12/2017","1000"
"23-12-2016","XHHO","9000","C","12/2017","2000"
"23-12-2016","XHHO","9000","P","12/2017","2000"
"23-12-2016","XHHO","9400","C","12/2017","3290"
"23-12-2016","XHHO","9400","P","12/2017","1890"
"23-12-2016","XHHO","11800","C","12/2017","886"
"23-12-2016","XHSO","21600","C","12/2016","400"
"23-12-2016","XHSO","21600","P","12/2016","400"
"23-12-2016","XHSO","22800","C","12/2016","875"
"23-12-2016","XHSO","22800","P","12/2016","1250"
"23-12-2016","XHSO","23800","C","12/2016","25"
"23-12-2016","XHSO","23800","P","12/2016","25"
"23-12-2016","YZC","","","02/2017","1"
"23-12-2016","ZJM","","","02/2017","2"
"T","2091","19-10-2017"
